,title,description,date,type,comp_short,data_exchange,data-price
4129,Акции строительной компании Lennar выросли на 4% на фоне сильного отчета,,"21 июн 2022, 17:36",Новости,"['PIKK', 'SMLT', 'ETLN']","['9.499', '3.741', '7.431']","['636.3', '2440', '60.72']"
4130,Tencent запретила вторичные сделки с NFT в WeChat,,"21 июн 2022, 17:16",Новости,"['BABA', 'JD', 'BIDU']","['4.427', '-2.438', '3.989']","['107.09', '63.63', '144.68']"
4131,"Клиенты Renault, Nissan во Франции подали иск из-за проблем с двигателями",,"21 июн 2022, 16:55",Новости,"['VOW3@DE', 'F', 'RACE']","['', '1.771', '4.082']","['', '11.49', '182.8']"
4132,Акции биотеха Valneva взлетели почти на 60% на сделке с Pfizer,,"21 июн 2022, 16:53",Новости,"['PFE', 'MRNA', 'NVS']","['2.91', '2.849', '-0.703']","['48.1', '131.03', '80.49']"
4133,Курс японской иены упал до минимума за 24 года,Курс доллара к иене вырос до рекордных значений за 24 года. Впервые с 1998 года он поднялся выше отметки 136 иен за доллар на фоне сохранения мягкой денежно-кредитной политики в Японии,"21 июн 2022, 16:39",Новости,"['EUR/USD', 'CNY/RUB']","['-0.899', '-3.673']","['1.0475', '8.129']"
4134,Акции Kellogg's выросли на фоне решения совдира по разделению бизнеса,,"21 июн 2022, 16:36",Новости,"['K', 'BYND', 'KO']","['2.591', '5.738', '2.12']","['69.29', '25.06', '60.7']"
4135,ЦБ установил курс юаня на 22 июня,,"21 июн 2022, 16:28",Новости,"['MOEX', 'CNY/RUB']","['-1.391', '-3.673']","['87.22', '8.129']"
4136,Linde вышла из СП по производству спиральновитых теплообменников для СПГ,,"21 июн 2022, 16:26",Новости,"['CHMF', 'NLMK', 'MAGN']","['0.339', '-0.06', '0.554']","['770.6', '134.3', '34.49']"
4137,ЦБ установил курсы доллара и евро на 22 июня,,"21 июн 2022, 16:22",Новости,"['USD', 'EUR', 'MOEX']","['0.04476140609109', '0.36293918062349', '-1.391']","['96.1079', '105.6891', '87.22']"
4138,Uber вернула совместные поездки в нескольких городах США,,"21 июн 2022, 16:21",Новости,"['UBER', 'LYFT', 'YDEX']","['0.367', '-0.404', '-1.73']","['21.85', '14.8', '1533.8']"
4139,Exxon Mobil присоединится к крупнейшему СПГ-проекту Катара,,"21 июн 2022, 15:59",Новости,"['XOM', 'COP', 'SHEL']","['7.739', '4.719', '4.629']","['92.44', '98.08', '52.21']"
4140,Reuters сообщил о возможных санкциях ЕС против российского золота,"Издание отметило, что пока неизвестно, будут ограничения предполагать запрет импорта или экспорта","21 июн 2022, 15:38",Новости,"['GOLD', 'PLZL', 'LNZL']","['0.038', '-4.409', '-1.104']","['1824.1', '9777', '8960']"
4141,Швейцария получила золото из России впервые после начала спецоперации,,"21 июн 2022, 15:37",Новости,"['ALRS', 'PLZL', 'LNZL']","['-1.404', '-4.409', '-1.104']","['68.8', '9777', '8960']"
4142,Во Франции регуляторы одобрили меры Google по решению спора с издателями,,"21 июн 2022, 15:16",Новости,"['GOOGL', 'VKCO', 'YDEX']","['3.712', '-3.226', '-1.73']","['111.15', '300', '1533.8']"
4143,Немецкая компания в течение 20 лет будет закупать СПГ у экспортера из США,,"21 июн 2022, 14:55",Новости,"['CVX', 'XOM', 'SHEL']","['5.171', '7.739', '4.629']","['156', '92.44', '52.21']"
4144,ВТБ и Сбербанк приостановили валютные переводы в российские банки,,"21 июн 2022, 14:51",Новости,"['VTBR', 'SBER', 'SBERP']","['-2.855', '-1.668', '-1.234']","['91.025', '129.1', '123.3']"
4145,«Дочка» «Аэрофлота» получила статус разработчика запчастей для самолетов,,"21 июн 2022, 14:47",Новости,"['AFLT', 'BA', 'SPR']","['-4.478', '-0.073', '0.704']","['26.88', '136.6', '28.6']"
4146,VinFast планирует начать производство электрокаров в США в июле 2024 года,,"21 июн 2022, 14:23",Новости,"['TSLA', 'LI', 'RIVN']","['10.154', '6.799', '11.077']","['238.48333333333', '35.5', '29.18']"
4147,Акции Twitter выросли на фоне рекомендации совдира по сделке с Маском,,"21 июн 2022, 13:48",Новости,"['TSLA', 'VKCO']","['10.154', '-3.226']","['238.48333333333', '300']"
4148,«Паниковать поздно». Эксперт предсказал падение рынка США до конца года,"Обвал на американском рынке может продолжиться минимум до конца года, считает глава Yardeni Research Эдвард Ярдени. Снижение не закончится, пока не появятся явные признаки того, что инфляция в США достигла пика","21 июн 2022, 13:42",Новости,"['AMZN', 'AAPL']","['1.773', '3.329']","['107.9', '135.96']"
4149,Маск объявил о сокращении 10% наемных работников Tesla через три месяца,,"21 июн 2022, 13:37",Новости,"['TSLA', 'RIVN', 'LI']","['10.154', '11.077', '6.799']","['238.48333333333', '29.18', '35.5']"
4150,Акции девелоперов выросли на фоне снижения ставки по льготной ипотеке,,"21 июн 2022, 13:14",Новости,"['PIKK', 'LSRG', 'SMLT']","['9.499', '8.4', '3.741']","['636.3', '542', '2440']"
4151,Индийская Tata Steel в мае импортировала 75 тыс. тонн российского угля,,"21 июн 2022, 12:54",Новости,"['AA', 'MTLR', 'RUAL']","['2.02', '-2.252', '-2.705']","['50', '116.3', '54.5']"
4152,Илон Маск: есть «несколько нерешенных вопросов» по сделке с Twitter,,"21 июн 2022, 12:50",Новости,"['SNAP', 'VKCO']","['3.796', '-3.226']","['12.85', '300']"
4153,Британская авиакомпания easyJet заказала у Airbus 74 самолета,,"21 июн 2022, 12:36",Новости,"['BA', 'DAL', 'SAVE']","['-0.073', '-0.495', '6.977']","['136.6', '30.16', '23']"
4154,Глава Exxon предупредил о напряженности на рынке нефти сроком до 5 лет,,"21 июн 2022, 12:32",Новости,"['XOM', 'MRO', 'ROSN']","['7.739', '3.379', '-2.181']","['92.44', '24.78', '381.3']"
4155,Ericsson: число абонентов 5G в мире может превысить 1 млрд в 2022 году,,"21 июн 2022, 11:56",Новости,"['T', 'VZ', 'VEON']","['2.221', '2.957', '2.174']","['19.79', '50.49', '0.47']"
4156,Японская Honda начала строить завод по производству электрокаров в Китае,,"21 июн 2022, 11:52",Новости,"['TM', 'LI']","['2.426', '6.799']","['157.9', '35.5']"
4157,JetBlue повысила предложение для Spirit в попытке избавиться от Frontier,,"21 июн 2022, 11:46",Новости,"['SAVE', 'AAL', 'AFLT']","['6.977', '1.466', '-4.478']","['23', '13.15', '26.88']"
4158,Объем поставок электрокаров XPeng достиг 200 тыс. штук,,"21 июн 2022, 11:45",Новости,"['TSLA', 'GM', 'F']","['10.154', '2.321', '1.771']","['238.48333333333', '32.62', '11.49']"
