BOARDID,TRADEDATE,SHORTNAME,SECID,NUMTRADES,VALUE,OPEN,LOW,HIGH,LEGALCLOSEPRICE,WAPRICE,CLOSE,VOLUME,MARKETPRICE2,MARKETPRICE3,ADMITTEDQUOTE,MP2VALTRD,MARKETPRICE3TRADESVALUE,ADMITTEDVALUE,WAVAL,TRADINGSESSION,CURRENCYID,TRENDCLSPR
SMAL,2018-07-04,ГАЗПРОМ ао,GAZP,14,3685.58,141.67,141.64,142.14,,142.37,141.75,26,,,,0.0,0.0,0.0,,3,SUR,-0.18
SPEQ,2018-07-04,ГАЗПРОМ ао,GAZP,0,0.0,,,,,,,0,,,,0.0,0.0,0.0,,3,SUR,-100.0
TQBR,2018-07-04,ГАЗПРОМ ао,GAZP,8848,904421321.1,142.4,141.87,143.13,142.24,142.37,142.24,6352500,142.37,142.37,142.24,904421321.1,904421321.1,904421321.1,,3,SUR,-0.18
EQDP,2018-07-05,ГАЗПРОМ ао,GAZP,0,0.0,,,,,,,0,,,,0.0,0.0,0.0,,3,SUR,-100.0
SMAL,2018-07-05,ГАЗПРОМ ао,GAZP,10,3826.28,134.11,134.11,145.0,,144.19,145.0,27,,,,0.0,0.0,0.0,,3,SUR,2.29
SPEQ,2018-07-05,ГАЗПРОМ ао,GAZP,0,0.0,,,,,,,0,,,,0.0,0.0,0.0,,3,SUR,-100.0
TQBR,2018-07-05,ГАЗПРОМ ао,GAZP,18970,2813007285.1,142.15,141.64,145.55,145.55,144.19,145.55,19509440,144.19,144.19,145.55,2813007285.1,2813007285.1,2813007285.1,,3,SUR,2.33
EQDP,2018-07-06,ГАЗПРОМ ао,GAZP,0,0.0,,,,,,,0,,,,0.0,0.0,0.0,,3,SUR,-100.0
SMAL,2018-07-06,ГАЗПРОМ ао,GAZP,3,1729.51,144.13,144.12,144.13,,144.48,144.12,12,,,,0.0,0.0,0.0,,3,SUR,-0.61
SPEQ,2018-07-06,ГАЗПРОМ ао,GAZP,0,0.0,,,,,,,0,,,,0.0,0.0,0.0,,3,SUR,-100.0
TQBR,2018-07-06,ГАЗПРОМ ао,GAZP,19567,2483468390.0,145.8,143.57,145.8,144.96,144.48,144.96,17188580,144.48,144.48,144.96,2483468390.0,2483468390.0,2483468390.0,,3,SUR,-0.41
EQDP,2018-07-09,ГАЗПРОМ ао,GAZP,0,0.0,,,,,,,0,,,,0.0,0.0,0.0,,3,SUR,-100.0
SMAL,2018-07-09,ГАЗПРОМ ао,GAZP,11,5446.87,147.0,145.08,148.74,,146.85,148.74,37,,,,0.0,0.0,0.0,,3,SUR,3.21
SPEQ,2018-07-09,ГАЗПРОМ ао,GAZP,0,0.0,,,,,,,0,,,,0.0,0.0,0.0,,3,SUR,-100.0
TQBR,2018-07-09,ГАЗПРОМ ао,GAZP,20929,2610266115.4,145.75,145.53,148.1,148.0,146.85,148.0,17774160,146.86,146.86,148.0,2610266115.4,2610266115.4,2610266115.4,,3,SUR,2.1
EQDP,2018-07-10,ГАЗПРОМ ао,GAZP,0,0.0,,,,,,,0,,,,0.0,0.0,0.0,,3,SUR,-100.0
SMAL,2018-07-10,ГАЗПРОМ ао,GAZP,5,3516.27,146.35,146.35,146.79,,147.44,146.79,24,,,,0.0,0.0,0.0,,3,SUR,-1.31
SPEQ,2018-07-10,ГАЗПРОМ ао,GAZP,0,0.0,,,,,,,0,,,,0.0,0.0,0.0,,3,SUR,-100.0
TQBR,2018-07-10,ГАЗПРОМ ао,GAZP,20743,2672839817.8,148.27,146.42,148.37,147.3,147.44,147.3,18128720,147.44,147.44,147.3,2672839817.8,2672839817.8,2672839817.8,,3,SUR,-0.47
EQDP,2018-07-11,ГАЗПРОМ ао,GAZP,0,0.0,,,,,,,0,,,,0.0,0.0,0.0,,3,SUR,-100.0
SMAL,2018-07-11,ГАЗПРОМ ао,GAZP,14,5209.4,144.82,144.0,146.0,,145.0,145.1,36,,,,0.0,0.0,0.0,,3,SUR,-1.15
SPEQ,2018-07-11,ГАЗПРОМ ао,GAZP,0,0.0,,,,,,,0,,,,0.0,0.0,0.0,,3,SUR,-100.0
TQBR,2018-07-11,ГАЗПРОМ ао,GAZP,24778,3406748238.8,146.78,143.85,146.78,144.77,145.0,144.77,23494310,145.0,145.0,144.77,3406984062.8,3406984062.8,3406984062.8,,3,SUR,-1.72
EQDP,2018-07-12,ГАЗПРОМ ао,GAZP,0,0.0,,,,,,,0,,,,0.0,0.0,0.0,,3,SUR,-100.0
SMAL,2018-07-12,ГАЗПРОМ ао,GAZP,6,1725.58,142.81,142.8,144.7,,144.4,143.79,12,,,,0.0,0.0,0.0,,3,SUR,-0.9
SPEQ,2018-07-12,ГАЗПРОМ ао,GAZP,0,0.0,,,,,,,0,,,,0.0,0.0,0.0,,3,SUR,-100.0
TQBR,2018-07-12,ГАЗПРОМ ао,GAZP,28529,2848330371.1,144.76,143.5,145.7,145.08,144.4,145.08,19726940,144.39,144.39,145.08,2848330371.1,2848330371.1,2848330371.1,,3,SUR,0.21
EQDP,2018-07-13,ГАЗПРОМ ао,GAZP,0,0.0,,,,,,,0,,,,0.0,0.0,0.0,,3,SUR,-100.0
SMAL,2018-07-13,ГАЗПРОМ ао,GAZP,4,1892.97,145.53,145.44,145.9,,145.97,145.9,13,,,,0.0,0.0,0.0,,3,SUR,1.47
SPEQ,2018-07-13,ГАЗПРОМ ао,GAZP,0,0.0,,,,,,,0,,,,0.0,0.0,0.0,,3,SUR,-100.0
TQBR,2018-07-13,ГАЗПРОМ ао,GAZP,17598,1976289736.8,145.3,144.87,146.87,146.87,145.97,146.87,13538600,145.97,145.97,146.87,1976289736.8,1976289736.8,1976289736.8,,3,SUR,1.23
EQDP,2018-07-16,ГАЗПРОМ ао,GAZP,0,0.0,,,,,,,0,,,,0.0,0.0,0.0,,3,SUR,-100.0
SMAL,2018-07-16,ГАЗПРОМ ао,GAZP,14,6870.95,145.95,145.92,147.1,,147.47,146.8,47,,,,0.0,0.0,0.0,,3,SUR,0.62
SPEQ,2018-07-16,ГАЗПРОМ ао,GAZP,0,0.0,,,,,,,0,,,,0.0,0.0,0.0,,3,SUR,-100.0
TQBR,2018-07-16,ГАЗПРОМ ао,GAZP,37279,3813946454.5,146.8,146.13,148.98,147.0,147.47,147.0,25868480,147.44,147.44,147.0,3813946454.5,3813946454.5,3813946454.5,,3,SUR,0.09
EQDP,2018-07-17,ГАЗПРОМ ао,GAZP,0,0.0,,,,,,,0,,,,0.0,0.0,0.0,,3,SUR,-100.0
SMAL,2018-07-17,ГАЗПРОМ ао,GAZP,22,9009.86,145.98,144.73,146.0,,145.19,145.48,62,,,,0.0,0.0,0.0,,3,SUR,-0.9
SPEQ,2018-07-17,ГАЗПРОМ ао,GAZP,0,0.0,,,,,,,0,,,,0.0,0.0,0.0,,3,SUR,-100.0
TQBR,2018-07-17,ГАЗПРОМ ао,GAZP,26237,3730396400.9,146.6,144.15,146.73,145.31,145.19,145.31,25693830,145.19,145.19,145.31,3730396400.9,3730396400.9,3730396400.9,,3,SUR,-1.15
EQDP,2018-07-18,ГАЗПРОМ ао,GAZP,0,0.0,,,,,,,0,,,,0.0,0.0,0.0,,3,SUR,-100.0
SMAL,2018-07-18,ГАЗПРОМ ао,GAZP,7,2490.16,138.56,138.01,138.9,,138.07,138.1,18,,,,0.0,0.0,0.0,,3,SUR,-5.07
SPEQ,2018-07-18,ГАЗПРОМ ао,GAZP,0,0.0,,,,,,,0,,,,0.0,0.0,0.0,,3,SUR,-100.0
TQBR,2018-07-18,ГАЗПРОМ ао,GAZP,30814,3969263716.4,138.89,137.45,138.99,138.29,138.07,138.29,28745490,138.08,138.08,138.29,3969263716.4,3969263716.4,3969263716.4,,3,SUR,-4.83
EQDP,2018-07-19,ГАЗПРОМ ао,GAZP,0,0.0,,,,,,,0,,,,0.0,0.0,0.0,,3,SUR,-100.0
SMAL,2018-07-19,ГАЗПРОМ ао,GAZP,10,3157.86,137.27,137.2,137.85,,137.84,137.2,23,,,,0.0,0.0,0.0,,3,SUR,-0.65
SPEQ,2018-07-19,ГАЗПРОМ ао,GAZP,0,0.0,,,,,,,0,,,,0.0,0.0,0.0,,3,SUR,-100.0
TQBR,2018-07-19,ГАЗПРОМ ао,GAZP,23579,2532268356.8,138.39,136.85,138.66,137.58,137.84,137.58,18369120,137.85,137.85,137.58,2532268356.8,2532268356.8,2532268356.8,,3,SUR,-0.51
EQDP,2018-07-20,ГАЗПРОМ ао,GAZP,0,0.0,,,,,,,0,,,,0.0,0.0,0.0,,3,SUR,-100.0
SMAL,2018-07-20,ГАЗПРОМ ао,GAZP,6,2320.15,136.36,136.35,137.0,,137.13,137.0,17,,,,0.0,0.0,0.0,,3,SUR,-0.15
SPEQ,2018-07-20,ГАЗПРОМ ао,GAZP,0,0.0,,,,,,,0,,,,0.0,0.0,0.0,,3,SUR,-100.0
TQBR,2018-07-20,ГАЗПРОМ ао,GAZP,20739,2564687165.8,137.58,136.42,138.0,136.47,137.13,136.47,18702320,137.13,137.13,136.47,2564687165.8,2564687165.8,2564687165.8,,3,SUR,-0.81
EQDP,2018-07-23,ГАЗПРОМ ао,GAZP,0,0.0,,,,,,,0,,,,0.0,0.0,0.0,,3,SUR,-100.0
SMAL,2018-07-23,ГАЗПРОМ ао,GAZP,7,3036.17,138.01,138.0,138.02,,138.27,138.0,22,,,,0.0,0.0,0.0,,3,SUR,0.73
SPEQ,2018-07-23,ГАЗПРОМ ао,GAZP,0,0.0,,,,,,,0,,,,0.0,0.0,0.0,,3,SUR,-100.0
TQBR,2018-07-23,ГАЗПРОМ ао,GAZP,28054,2476626508.7,136.59,136.58,139.22,138.37,138.27,138.37,17910570,138.28,138.28,138.37,2476626508.7,2476626508.7,2476626508.7,,3,SUR,1.39
EQDP,2018-07-24,ГАЗПРОМ ао,GAZP,0,0.0,,,,,,,0,,,,0.0,0.0,0.0,,3,SUR,-100.0
SMAL,2018-07-24,ГАЗПРОМ ао,GAZP,10,4313.62,139.01,138.61,139.31,,138.79,139.3,31,,,,0.0,0.0,0.0,,3,SUR,0.94
SPEQ,2018-07-24,ГАЗПРОМ ао,GAZP,0,0.0,,,,,,,0,,,,0.0,0.0,0.0,,3,SUR,-100.0
TQBR,2018-07-24,ГАЗПРОМ ао,GAZP,16368,1859734405.4,138.78,137.92,139.7,138.85,138.79,138.85,13399380,138.79,138.79,138.85,1859734405.4,1859734405.4,1859734405.4,,3,SUR,0.35
EQDP,2018-07-25,ГАЗПРОМ ао,GAZP,0,0.0,,,,,,,0,,,,0.0,0.0,0.0,,3,SUR,-100.0
SMAL,2018-07-25,ГАЗПРОМ ао,GAZP,16,4972.25,137.91,137.89,139.79,,138.25,138.23,36,,,,0.0,0.0,0.0,,3,SUR,-0.77
SPEQ,2018-07-25,ГАЗПРОМ ао,GAZP,0,0.0,,,,,,,0,,,,0.0,0.0,0.0,,3,SUR,-100.0
TQBR,2018-07-25,ГАЗПРОМ ао,GAZP,17141,1896324873.1,138.1,137.64,138.88,138.21,138.25,138.21,13716750,138.25,138.25,138.21,1896324873.1,1896324873.1,1896324873.1,,3,SUR,-0.46
EQDP,2018-07-26,ГАЗПРОМ ао,GAZP,0,0.0,,,,,,,0,,,,0.0,0.0,0.0,,3,SUR,-100.0
SMAL,2018-07-26,ГАЗПРОМ ао,GAZP,20,7580.44,137.6,137.59,139.61,,138.29,137.59,55,,,,0.0,0.0,0.0,,3,SUR,-0.46
SPEQ,2018-07-26,ГАЗПРОМ ао,GAZP,0,0.0,,,,,,,0,,,,0.0,0.0,0.0,,3,SUR,-100.0
TQBR,2018-07-26,ГАЗПРОМ ао,GAZP,12897,1494157211.2,138.84,137.74,139.17,138.18,138.29,138.18,10804920,138.28,138.28,138.18,1494157211.2,1494157211.2,1494157211.2,,3,SUR,-0.02
EQDP,2018-07-27,ГАЗПРОМ ао,GAZP,0,0.0,,,,,,,0,,,,0.0,0.0,0.0,,3,SUR,-100.0
SMAL,2018-07-27,ГАЗПРОМ ао,GAZP,5,2337.94,137.96,137.04,138.62,,137.93,138.62,17,,,,0.0,0.0,0.0,,3,SUR,0.75
SPEQ,2018-07-27,ГАЗПРОМ ао,GAZP,0,0.0,,,,,,,0,,,,0.0,0.0,0.0,,3,SUR,-100.0
TQBR,2018-07-27,ГАЗПРОМ ао,GAZP,11849,1312794509.4,138.45,137.13,138.7,137.99,137.93,137.99,9518030,137.93,137.93,137.99,1312794509.4,1312794509.4,1312794509.4,,3,SUR,-0.14
EQDP,2018-07-30,ГАЗПРОМ ао,GAZP,0,0.0,,,,,,,0,,,,0.0,0.0,0.0,,3,SUR,-100.0
SMAL,2018-07-30,ГАЗПРОМ ао,GAZP,3,689.61,138.2,137.85,138.2,,138.27,137.86,5,,,,0.0,0.0,0.0,,3,SUR,-0.55
SPEQ,2018-07-30,ГАЗПРОМ ао,GAZP,0,0.0,,,,,,,0,,,,0.0,0.0,0.0,,3,SUR,-100.0
TQBR,2018-07-30,ГАЗПРОМ ао,GAZP,15477,1828855579.3,137.59,137.12,138.9,138.9,138.27,138.9,13226820,138.27,138.27,138.9,1828855579.3,1828855579.3,1828855579.3,,3,SUR,0.66
EQDP,2018-07-31,ГАЗПРОМ ао,GAZP,0,0.0,,,,,,,0,,,,0.0,0.0,0.0,,3,SUR,-100.0
SMAL,2018-07-31,ГАЗПРОМ ао,GAZP,13,7032.93,140.51,140.51,141.4,,141.36,140.77,50,,,,0.0,0.0,0.0,,3,SUR,2.11
SPEQ,2018-07-31,ГАЗПРОМ ао,GAZP,0,0.0,,,,,,,0,,,,0.0,0.0,0.0,,3,SUR,-100.0
TQBR,2018-07-31,ГАЗПРОМ ао,GAZP,30536,4452358451.8,138.89,138.46,143.79,143.79,141.36,143.79,31493220,141.38,141.38,143.79,4452358451.8,4452358451.8,4452358451.8,,3,SUR,3.52
EQDP,2018-08-01,ГАЗПРОМ ао,GAZP,0,0.0,,,,,,,0,,,,0.0,0.0,0.0,,3,SUR,-100.0
SMAL,2018-08-01,ГАЗПРОМ ао,GAZP,18,7971.03,141.35,141.34,143.01,,142.51,143.01,56,,,,0.0,0.0,0.0,,3,SUR,1.59
SPEQ,2018-08-01,ГАЗПРОМ ао,GAZP,0,0.0,,,,,,,0,,,,0.0,0.0,0.0,,3,SUR,-100.0
TQBR,2018-08-01,ГАЗПРОМ ао,GAZP,24379,2609455750.2,143.01,141.48,143.31,142.14,142.51,142.14,18311040,142.51,142.51,142.14,2609455750.2,2609455750.2,2609455750.2,,3,SUR,-1.15
EQDP,2018-08-02,ГАЗПРОМ ао,GAZP,0,0.0,,,,,,,0,,,,0.0,0.0,0.0,,3,SUR,-100.0
SMAL,2018-08-02,ГАЗПРОМ ао,GAZP,14,5992.39,141.03,131.14,141.03,,141.29,140.02,43,,,,0.0,0.0,0.0,,3,SUR,-2.09
SPEQ,2018-08-02,ГАЗПРОМ ао,GAZP,0,0.0,,,,,,,0,,,,0.0,0.0,0.0,,3,SUR,-100.0
TQBR,2018-08-02,ГАЗПРОМ ао,GAZP,17017,1789817248.3,141.75,139.76,142.89,140.36,141.29,140.36,12668090,141.29,141.29,140.36,1789817248.3,1789817248.3,1789817248.3,,3,SUR,-1.25
EQDP,2018-08-03,ГАЗПРОМ ао,GAZP,0,0.0,,,,,,,0,,,,0.0,0.0,0.0,,3,SUR,-100.0
SMAL,2018-08-03,ГАЗПРОМ ао,GAZP,10,5087.67,141.21,141.21,141.42,,141.6,141.42,36,,,,0.0,0.0,0.0,,3,SUR,1.0
SPEQ,2018-08-03,ГАЗПРОМ ао,GAZP,0,0.0,,,,,,,0,,,,0.0,0.0,0.0,,3,SUR,-100.0
TQBR,2018-08-03,ГАЗПРОМ ао,GAZP,22273,3093730012.3,140.2,139.5,142.39,142.39,141.6,142.39,21848060,141.6,141.6,142.39,3093730012.3,3093730012.3,3093730012.3,,3,SUR,1.45
EQDP,2018-08-06,ГАЗПРОМ ао,GAZP,0,0.0,,,,,,,0,,,,0.0,0.0,0.0,,3,SUR,-100.0
SMAL,2018-08-06,ГАЗПРОМ ао,GAZP,7,3373.65,139.66,139.66,141.83,,141.08,140.72,24,,,,0.0,0.0,0.0,,3,SUR,-0.49
SPEQ,2018-08-06,ГАЗПРОМ ао,GAZP,0,0.0,,,,,,,0,,,,0.0,0.0,0.0,,3,SUR,-100.0
TQBR,2018-08-06,ГАЗПРОМ ао,GAZP,19251,2149387624.1,142.44,140.32,142.58,141.34,141.08,141.34,15235390,141.08,141.08,141.34,2149387624.1,2149387624.1,2149387624.1,,3,SUR,-0.74
EQDP,2018-08-07,ГАЗПРОМ ао,GAZP,0,0.0,,,,,,,0,,,,0.0,0.0,0.0,,3,SUR,-100.0
SMAL,2018-08-07,ГАЗПРОМ ао,GAZP,13,6401.08,141.93,141.93,143.17,,142.35,143.17,45,,,,0.0,0.0,0.0,,3,SUR,1.74
SPEQ,2018-08-07,ГАЗПРОМ ао,GAZP,0,0.0,,,,,,,0,,,,0.0,0.0,0.0,,3,SUR,-100.0
TQBR,2018-08-07,ГАЗПРОМ ао,GAZP,16262,2000593788.5,141.35,140.95,143.04,142.74,142.35,142.74,14053840,142.35,142.35,142.74,2000593788.5,2000593788.5,2000593788.5,,3,SUR,0.99
EQDP,2018-08-08,ГАЗПРОМ ао,GAZP,0,0.0,,,,,,,0,,,,0.0,0.0,0.0,,3,SUR,-100.0
SMAL,2018-08-08,ГАЗПРОМ ао,GAZP,13,3993.4,143.2,140.0,143.67,,143.27,143.67,28,,,,0.0,0.0,0.0,,3,SUR,0.35
SPEQ,2018-08-08,ГАЗПРОМ ао,GAZP,0,0.0,,,,,,,0,,,,0.0,0.0,0.0,,3,SUR,-100.0
TQBR,2018-08-08,ГАЗПРОМ ао,GAZP,26100,3869496317.6,142.71,142.2,144.19,144.1,143.27,144.1,27009480,143.26,143.26,144.1,3869496317.6,3869496317.6,3869496317.6,,3,SUR,0.95
EQDP,2018-08-09,ГАЗПРОМ ао,GAZP,0,0.0,,,,,,,0,,,,0.0,0.0,0.0,,3,SUR,-100.0
SMAL,2018-08-09,ГАЗПРОМ ао,GAZP,24,15835.58,144.01,143.57,144.3,,144.61,144.3,110,,,,0.0,0.0,0.0,,3,SUR,0.44
SPEQ,2018-08-09,ГАЗПРОМ ао,GAZP,0,0.0,,,,,,,0,,,,0.0,0.0,0.0,,3,SUR,-100.0
TQBR,2018-08-09,ГАЗПРОМ ао,GAZP,28905,4223262862.8,143.26,143.26,145.46,145.2,144.61,145.2,29204720,144.61,144.61,145.2,4223262862.8,4223262862.8,4223262862.8,,3,SUR,0.76
EQDP,2018-08-10,ГАЗПРОМ ао,GAZP,0,0.0,,,,,,,0,,,,0.0,0.0,0.0,,3,SUR,-100.0
SMAL,2018-08-10,ГАЗПРОМ ао,GAZP,7,2015.5,144.3,141.78,144.81,,145.08,144.81,14,,,,0.0,0.0,0.0,,3,SUR,0.35
SPEQ,2018-08-10,ГАЗПРОМ ао,GAZP,0,0.0,,,,,,,0,,,,0.0,0.0,0.0,,3,SUR,-100.0
TQBR,2018-08-10,ГАЗПРОМ ао,GAZP,28011,3946587641.7,144.69,144.01,146.2,144.8,145.08,144.8,27202730,145.08,145.08,144.8,3946587641.7,3946587641.7,3946587641.7,,3,SUR,-0.28
EQDP,2018-08-13,ГАЗПРОМ ао,GAZP,0,0.0,,,,,,,0,,,,0.0,0.0,0.0,,3,SUR,-100.0
SMAL,2018-08-13,ГАЗПРОМ ао,GAZP,8,5999.52,142.54,142.54,143.5,,143.78,142.63,42,,,,0.0,0.0,0.0,,3,SUR,-1.51
SPEQ,2018-08-13,ГАЗПРОМ ао,GAZP,0,0.0,,,,,,,0,,,,0.0,0.0,0.0,,3,SUR,-100.0
TQBR,2018-08-13,ГАЗПРОМ ао,GAZP,25652,3280858429.3,143.9,142.54,145.15,142.9,143.78,142.9,22819270,143.78,143.78,142.9,3280858429.3,3280858429.3,3280858429.3,,3,SUR,-1.31
EQDP,2018-08-14,ГАЗПРОМ ао,GAZP,0,0.0,,,,,,,0,,,,0.0,0.0,0.0,,3,SUR,-100.0
SMAL,2018-08-14,ГАЗПРОМ ао,GAZP,10,2112.02,140.07,139.91,141.9,,141.3,140.61,15,,,,0.0,0.0,0.0,,3,SUR,-1.42
SPEQ,2018-08-14,ГАЗПРОМ ао,GAZP,0,0.0,,,,,,,0,,,,0.0,0.0,0.0,,3,SUR,-100.0
TQBR,2018-08-14,ГАЗПРОМ ао,GAZP,26816,3161571184.3,143.49,139.85,143.49,141.24,141.3,141.24,22375400,141.3,141.3,141.24,3161571184.3,3161571184.3,3161571184.3,,3,SUR,-1.16
EQDP,2018-08-15,ГАЗПРОМ ао,GAZP,0,0.0,,,,,,,0,,,,0.0,0.0,0.0,,3,SUR,-100.0
SMAL,2018-08-15,ГАЗПРОМ ао,GAZP,13,2794.68,139.61,139.6,140.81,,140.61,140.81,20,,,,0.0,0.0,0.0,,3,SUR,0.14
SPEQ,2018-08-15,ГАЗПРОМ ао,GAZP,0,0.0,,,,,,,0,,,,0.0,0.0,0.0,,3,SUR,-100.0
TQBR,2018-08-15,ГАЗПРОМ ао,GAZP,20165,2943087774.6,141.0,139.5,141.68,141.5,140.61,141.5,20930090,140.62,140.62,141.5,2943087774.6,2943087774.6,2943087774.6,,3,SUR,0.18
EQDP,2018-08-16,ГАЗПРОМ ао,GAZP,0,0.0,,,,,,,0,,,,0.0,0.0,0.0,,3,SUR,-100.0
SMAL,2018-08-16,ГАЗПРОМ ао,GAZP,11,4894.78,139.76,139.76,141.0,,141.13,139.91,35,,,,0.0,0.0,0.0,,3,SUR,-0.64
SPEQ,2018-08-16,ГАЗПРОМ ао,GAZP,0,0.0,,,,,,,0,,,,0.0,0.0,0.0,,3,SUR,-100.0
TQBR,2018-08-16,ГАЗПРОМ ао,GAZP,16778,2022007171.6,141.5,139.95,142.09,140.88,141.13,140.88,14328100,141.12,141.12,140.88,2022007171.6,2022007171.6,2022007171.6,,3,SUR,-0.44
EQDP,2018-08-17,ГАЗПРОМ ао,GAZP,0,0.0,,,,,,,0,,,,0.0,0.0,0.0,,3,SUR,-100.0
SMAL,2018-08-17,ГАЗПРОМ ао,GAZP,15,6954.82,132.13,132.13,141.38,,140.78,141.27,50,,,,0.0,0.0,0.0,,3,SUR,0.97
SPEQ,2018-08-17,ГАЗПРОМ ао,GAZP,0,0.0,,,,,,,0,,,,0.0,0.0,0.0,,3,SUR,-100.0
TQBR,2018-08-17,ГАЗПРОМ ао,GAZP,17713,2122727729.2,140.88,140.03,141.76,141.01,140.78,141.01,15079520,140.77,140.77,141.01,2122727729.2,2122727729.2,2122727729.2,,3,SUR,0.09
EQDP,2018-08-20,ГАЗПРОМ ао,GAZP,0,0.0,,,,,,,0,,,,0.0,0.0,0.0,,3,SUR,-100.0
SMAL,2018-08-20,ГАЗПРОМ ао,GAZP,8,4381.65,140.58,140.52,141.79,,141.39,141.78,31,,,,0.0,0.0,0.0,,3,SUR,0.36
SPEQ,2018-08-20,ГАЗПРОМ ао,GAZP,0,0.0,,,,,,,0,,,,0.0,0.0,0.0,,3,SUR,-100.0
TQBR,2018-08-20,ГАЗПРОМ ао,GAZP,11571,1163721258.9,141.97,140.61,142.22,141.51,141.39,141.51,8230910,141.38,141.38,141.51,1163721258.9,1163721258.9,1163721258.9,,3,SUR,0.35
EQDP,2018-08-21,ГАЗПРОМ ао,GAZP,0,0.0,,,,,,,0,,,,0.0,0.0,0.0,,3,SUR,-100.0
SMAL,2018-08-21,ГАЗПРОМ ао,GAZP,2,992.71,141.75,141.75,142.21,,141.86,142.21,7,,,,0.0,0.0,0.0,,3,SUR,0.3
SPEQ,2018-08-21,ГАЗПРОМ ао,GAZP,0,0.0,,,,,,,0,,,,0.0,0.0,0.0,,3,SUR,-100.0
TQBR,2018-08-21,ГАЗПРОМ ао,GAZP,16076,1939392538.6,141.55,140.12,143.49,143.3,141.86,143.3,13670280,141.87,141.87,143.3,1939392538.6,1939392538.6,1939392538.6,,3,SUR,1.26
EQDP,2018-08-22,ГАЗПРОМ ао,GAZP,0,0.0,,,,,,,0,,,,0.0,0.0,0.0,,3,SUR,-100.0
SMAL,2018-08-22,ГАЗПРОМ ао,GAZP,11,4883.19,142.74,142.74,144.46,,143.54,143.98,34,,,,0.0,0.0,0.0,,3,SUR,1.24
SPEQ,2018-08-22,ГАЗПРОМ ао,GAZP,0,0.0,,,,,,,0,,,,0.0,0.0,0.0,,3,SUR,-100.0
TQBR,2018-08-22,ГАЗПРОМ ао,GAZP,20080,2332441259.5,143.5,142.3,144.41,144.16,143.54,144.16,16249580,143.54,143.54,144.16,2332441259.5,2332441259.5,2332441259.5,,3,SUR,0.6
EQDP,2018-08-23,ГАЗПРОМ ао,GAZP,0,0.0,,,,,,,0,,,,0.0,0.0,0.0,,3,SUR,-100.0
SMAL,2018-08-23,ГАЗПРОМ ао,GAZP,36,10240.59,142.37,141.8,142.94,,143.4,141.8,72,,,,0.0,0.0,0.0,,3,SUR,-1.51
SPEQ,2018-08-23,ГАЗПРОМ ао,GAZP,0,0.0,,,,,,,0,,,,0.0,0.0,0.0,,3,SUR,-100.0
TQBR,2018-08-23,ГАЗПРОМ ао,GAZP,23771,3066962004.8,143.85,141.5,145.0,141.5,143.4,141.5,21391470,143.37,143.37,141.5,3066962004.8,3066962004.8,3066962004.8,,3,SUR,-1.85
EQDP,2018-08-24,ГАЗПРОМ ао,GAZP,0,0.0,,,,,,,0,,,,0.0,0.0,0.0,,3,SUR,-100.0
SMAL,2018-08-24,ГАЗПРОМ ао,GAZP,8,2985.62,142.65,132.12,143.96,,143.02,143.65,21,,,,0.0,0.0,0.0,,3,SUR,1.3
SPEQ,2018-08-24,ГАЗПРОМ ао,GAZP,0,0.0,,,,,,,0,,,,0.0,0.0,0.0,,3,SUR,-100.0
TQBR,2018-08-24,ГАЗПРОМ ао,GAZP,20857,2717417839.4,141.5,141.5,143.98,143.6,143.02,143.6,19001230,143.01,143.01,143.6,2717417839.4,2717417839.4,2717417839.4,,3,SUR,1.48
EQDP,2018-08-27,ГАЗПРОМ ао,GAZP,0,0.0,,,,,,,0,,,,0.0,0.0,0.0,,3,SUR,-100.0
SMAL,2018-08-27,ГАЗПРОМ ао,GAZP,7,2444.78,143.44,143.41,144.5,,144.05,144.5,17,,,,0.0,0.0,0.0,,3,SUR,0.59
SPEQ,2018-08-27,ГАЗПРОМ ао,GAZP,0,0.0,,,,,,,0,,,,0.0,0.0,0.0,,3,SUR,-100.0
TQBR,2018-08-27,ГАЗПРОМ ао,GAZP,13929,1839711500.0,143.51,143.25,144.52,144.52,144.05,144.52,12771200,144.05,144.05,144.52,1839711500.0,1839711500.0,1839711500.0,,3,SUR,0.64
EQDP,2018-08-28,ГАЗПРОМ ао,GAZP,0,0.0,,,,,,,0,,,,0.0,0.0,0.0,,3,SUR,-100.0
SMAL,2018-08-28,ГАЗПРОМ ао,GAZP,26,5386.94,145.2,144.91,146.0,,145.98,145.2,37,,,,0.0,0.0,0.0,,3,SUR,0.48
SPEQ,2018-08-28,ГАЗПРОМ ао,GAZP,0,0.0,,,,,,,0,,,,0.0,0.0,0.0,,3,SUR,-100.0
TQBR,2018-08-28,ГАЗПРОМ ао,GAZP,19427,2862444316.6,144.57,144.57,146.73,145.6,145.98,145.6,19609130,145.98,145.98,145.6,2862444316.6,2862444316.6,2862444316.6,,3,SUR,0.75
EQDP,2018-08-29,ГАЗПРОМ ао,GAZP,0,0.0,,,,,,,0,,,,0.0,0.0,0.0,,3,SUR,-100.0
SMAL,2018-08-29,ГАЗПРОМ ао,GAZP,18,9397.33,146.21,146.2,148.4,,146.82,147.23,64,,,,0.0,0.0,0.0,,3,SUR,1.4
