BOARDID,TRADEDATE,SHORTNAME,SECID,NUMTRADES,VALUE,OPEN,LOW,HIGH,LEGALCLOSEPRICE,WAPRICE,CLOSE,VOLUME,MARKETPRICE2,MARKETPRICE3,ADMITTEDQUOTE,MP2VALTRD,MARKETPRICE3TRADESVALUE,ADMITTEDVALUE,WAVAL,TRADINGSESSION,CURRENCYID,TRENDCLSPR
TQBR,2021-03-29,ГАЗПРОМ ао,GAZP,41840,5422454042.0,226.79,226.31,229.15,228.75,228.12,228.74,23773400,228.04,228.04,228.75,5008383889.1,5008383889.1,5008383889.1,0.0,3,SUR,0.63
SMAL,2021-03-30,ГАЗПРОМ ао,GAZP,26,13178.26,225.57,224.24,229.5,,227.05,224.8,58,,,,0.0,0.0,0.0,0.0,3,SUR,-0.33
TQBR,2021-03-30,ГАЗПРОМ ао,GAZP,47940,6089718927.3,228.95,225.04,230.1,226.74,227.05,225.93,26821160,227.09,227.09,226.74,5783756283.2,5783756283.2,5783756283.2,0.0,3,SUR,-1.23
SMAL,2021-03-31,ГАЗПРОМ ао,GAZP,88,72765.67,228.96,224.11,228.96,,226.16,227.34,322,,,,0.0,0.0,0.0,0.0,3,SUR,1.13
TQBR,2021-03-31,ГАЗПРОМ ао,GAZP,58808,8786397844.4,226.4,223.32,228.4,228.25,226.16,227.24,38853480,226.03,226.03,228.25,8251414455.1,8251414455.1,8251414455.1,0.0,3,SUR,0.58
SMAL,2021-04-01,ГАЗПРОМ ао,GAZP,51,28705.16,228.0,225.05,231.45,,228.88,228.24,126,,,,0.0,0.0,0.0,0.0,3,SUR,0.4
TQBR,2021-04-01,ГАЗПРОМ ао,GAZP,75839,10033053210.3,228.4,225.75,231.67,225.75,228.88,226.94,43834500,229.04,229.04,225.75,9361740951.7,9361740951.7,9361740951.7,0.0,3,SUR,-0.13
SMAL,2021-04-02,ГАЗПРОМ ао,GAZP,19,6388.63,227.53,226.5,230.86,,227.98,229.98,28,,,,0.0,0.0,0.0,0.0,3,SUR,0.76
TQBR,2021-04-02,ГАЗПРОМ ао,GAZP,27900,2881501589.7,227.0,226.54,229.2,228.25,227.98,228.4,12639110,227.94,227.94,228.25,2664226311.1,2664226311.1,2664226311.1,0.0,3,SUR,0.64
SMAL,2021-04-05,ГАЗПРОМ ао,GAZP,33,19644.28,224.59,224.03,230.03,,225.43,225.33,87,,,,0.0,0.0,0.0,0.0,3,SUR,-2.02
TQBR,2021-04-05,ГАЗПРОМ ао,GAZP,56401,5400678427.1,227.92,224.13,227.92,224.52,225.43,225.06,23956590,225.49,225.49,224.52,4854756413.8,4854756413.8,4854756413.8,0.0,3,SUR,-1.46
SMAL,2021-04-06,ГАЗПРОМ ао,GAZP,24,10913.2,222.19,221.12,225.97,,223.78,225.97,49,,,,0.0,0.0,0.0,0.0,3,SUR,0.28
TQBR,2021-04-06,ГАЗПРОМ ао,GAZP,68775,8122640355.5,226.0,221.91,226.55,223.7,223.78,222.95,36300060,223.78,223.78,223.7,7661186727.9,7661186727.9,7661186727.9,0.0,3,SUR,-0.94
SMAL,2021-04-07,ГАЗПРОМ ао,GAZP,20,8971.73,227.23,221.67,228.66,,224.06,226.74,40,,,,0.0,0.0,0.0,0.0,3,SUR,0.34
TQBR,2021-04-07,ГАЗПРОМ ао,GAZP,55554,6611798528.3,222.31,220.68,226.01,224.27,224.06,224.51,29509280,224.05,224.05,224.27,6393566484.1,6393566484.1,6393566484.1,0.0,3,SUR,0.7
SMAL,2021-04-08,ГАЗПРОМ ао,GAZP,12,6709.69,225.05,222.01,225.05,,224.43,222.01,30,,,,0.0,0.0,0.0,0.0,3,SUR,-2.09
TQBR,2021-04-08,ГАЗПРОМ ао,GAZP,36373,4359230191.3,224.84,222.88,226.3,223.95,224.43,224.3,19421940,224.47,224.47,223.95,4079778619.7,4079778619.7,4079778619.7,0.0,3,SUR,-0.09
SMAL,2021-04-09,ГАЗПРОМ ао,GAZP,11,7774.54,220.8,220.8,225.44,,222.48,223.99,35,,,,0.0,0.0,0.0,0.0,3,SUR,0.89
TQBR,2021-04-09,ГАЗПРОМ ао,GAZP,43206,4653263454.9,224.2,221.48,224.3,221.7,222.48,222.15,20915750,222.49,222.49,221.7,4421670930.5,4421670930.5,4421670930.5,0.0,3,SUR,-0.96
SMAL,2021-04-12,ГАЗПРОМ ао,GAZP,45,27304.25,222.0,219.61,226.62,,222.19,223.92,123,,,,0.0,0.0,0.0,0.0,3,SUR,-0.03
TQBR,2021-04-12,ГАЗПРОМ ао,GAZP,59328,6514702436.9,220.98,219.6,224.25,222.45,222.19,222.87,29320420,222.18,222.18,222.45,6314888186.3,6314888186.3,6314888186.3,0.0,3,SUR,0.32
SMAL,2021-04-13,ГАЗПРОМ ао,GAZP,33,22606.12,222.0,220.5,230.66,,224.18,230.66,101,,,,0.0,0.0,0.0,0.0,3,SUR,3.01
TQBR,2021-04-13,ГАЗПРОМ ао,GAZP,64609,8764987836.6,223.0,221.1,228.33,224.76,224.18,227.99,39097660,223.01,223.01,224.76,6134308728.7,6134308728.7,6134308728.7,0.0,3,SUR,2.3
SMAL,2021-04-14,ГАЗПРОМ ао,GAZP,40,29495.6,229.46,227.68,235.96,,232.94,235.46,127,,,,0.0,0.0,0.0,0.0,3,SUR,2.08
TQBR,2021-04-14,ГАЗПРОМ ао,GAZP,126083,21531143218.3,230.58,229.31,236.58,235.99,232.94,235.32,92446640,232.8,232.8,235.99,20504993876.7,20504993876.7,20504993876.7,0.0,3,SUR,3.22
SMAL,2021-04-15,ГАЗПРОМ ао,GAZP,21,22457.03,250.82,228.05,250.83,,233.31,231.1,94,,,,0.0,0.0,0.0,0.0,3,SUR,-1.85
TQBR,2021-04-15,ГАЗПРОМ ао,GAZP,88923,14722557308.7,230.1,228.23,236.39,235.49,233.31,234.63,63090250,233.28,233.28,235.49,14059048782.1,14059048782.1,14059048782.1,0.0,3,SUR,-0.29
SMAL,2021-04-16,ГАЗПРОМ ао,GAZP,10,3767.81,249.86,231.19,249.86,,235.03,231.19,16,,,,0.0,0.0,0.0,0.0,3,SUR,0.04
TQBR,2021-04-16,ГАЗПРОМ ао,GAZP,61362,10875810215.9,235.49,232.7,237.45,235.02,235.03,235.1,46274480,235.03,235.03,235.02,10473938351.5,10473938351.5,10473938351.5,0.0,3,SUR,0.2
SMAL,2021-04-19,ГАЗПРОМ ао,GAZP,16,11381.06,231.91,230.0,236.97,,231.75,235.03,49,,,,0.0,0.0,0.0,0.0,3,SUR,1.66
TQBR,2021-04-19,ГАЗПРОМ ао,GAZP,61446,9209994027.1,234.5,230.28,234.9,230.62,231.75,231.17,39740240,231.8,231.8,230.62,8714288166.3,8714288166.3,8714288166.3,0.0,3,SUR,-1.67
SMAL,2021-04-20,ГАЗПРОМ ао,GAZP,15,13615.73,230.01,228.9,234.86,,230.91,233.97,59,,,,0.0,0.0,0.0,0.0,3,SUR,-0.45
TQBR,2021-04-20,ГАЗПРОМ ао,GAZP,58356,10145022122.0,231.56,229.0,233.17,230.34,230.91,230.0,43935840,231.0,231.0,230.34,9442110821.1,9442110821.1,9442110821.1,0.0,3,SUR,-0.51
SMAL,2021-04-21,ГАЗПРОМ ао,GAZP,13,9375.76,226.96,226.96,231.59,,230.03,230.39,41,,,,0.0,0.0,0.0,0.0,3,SUR,-1.53
TQBR,2021-04-21,ГАЗПРОМ ао,GAZP,48188,8165987943.5,230.0,228.37,231.8,230.0,230.03,230.84,35499700,230.01,230.01,230.0,7729612625.5,7729612625.5,7729612625.5,0.0,3,SUR,0.37
SMAL,2021-04-22,ГАЗПРОМ ао,GAZP,16,12367.36,227.2,226.9,233.24,,229.78,231.11,54,,,,0.0,0.0,0.0,0.0,3,SUR,0.31
TQBR,2021-04-22,ГАЗПРОМ ао,GAZP,82441,13869750856.9,230.68,227.14,232.15,231.62,229.78,230.93,60354570,229.76,229.76,231.62,13345446036.2,13345446036.2,13345446036.2,0.0,3,SUR,0.04
SMAL,2021-04-23,ГАЗПРОМ ао,GAZP,7,7407.33,233.72,229.51,233.72,,231.79,230.24,32,,,,0.0,0.0,0.0,0.0,3,SUR,-0.38
TQBR,2021-04-23,ГАЗПРОМ ао,GAZP,49547,8217448557.4,231.29,230.0,233.3,232.57,231.79,232.62,35452910,231.75,231.75,232.57,7861779728.2,7861779728.2,7861779728.2,0.0,3,SUR,0.73
SMAL,2021-04-26,ГАЗПРОМ ао,GAZP,26,10471.55,230.05,230.04,234.7,,233.5,234.54,45,,,,0.0,0.0,0.0,0.0,3,SUR,1.87
TQBR,2021-04-26,ГАЗПРОМ ао,GAZP,45972,6706518791.3,233.0,232.16,234.91,233.04,233.5,233.23,28722530,233.5,233.5,233.04,6307019967.1,6307019967.1,6307019967.1,0.0,3,SUR,0.26
SMAL,2021-04-27,ГАЗПРОМ ао,GAZP,17,8438.81,248.82,227.08,248.82,,233.39,235.99,36,,,,0.0,0.0,0.0,0.0,3,SUR,0.62
TQBR,2021-04-27,ГАЗПРОМ ао,GAZP,46085,6835848235.3,233.41,231.21,235.14,231.75,233.39,232.0,29292630,233.45,233.45,231.75,6372979639.3,6372979639.3,6372979639.3,0.0,3,SUR,-0.53
SMAL,2021-04-28,ГАЗПРОМ ао,GAZP,17,15394.99,232.93,228.61,233.81,,232.03,232.54,67,,,,0.0,0.0,0.0,0.0,3,SUR,-1.46
TQBR,2021-04-28,ГАЗПРОМ ао,GAZP,59124,8706275273.1,232.55,230.2,233.24,232.17,232.03,232.96,37522280,232.0,232.0,232.17,8314976190.3,8314976190.3,8314976190.3,0.0,3,SUR,0.41
SMAL,2021-04-29,ГАЗПРОМ ао,GAZP,33,22115.43,231.83,229.56,238.97,,232.67,237.89,95,,,,0.0,0.0,0.0,0.0,3,SUR,2.3
TQBR,2021-04-29,ГАЗПРОМ ао,GAZP,79249,12945889416.0,234.07,229.0,236.18,229.62,232.67,230.51,55649060,232.82,232.82,229.62,12091272413.6,12091272413.6,12091272413.6,0.0,3,SUR,-1.05
SMAL,2021-04-30,ГАЗПРОМ ао,GAZP,11,7782.46,229.61,228.36,233.59,,229.83,233.59,34,,,,0.0,0.0,0.0,0.0,3,SUR,-1.81
TQBR,2021-04-30,ГАЗПРОМ ао,GAZP,51441,7380675522.6,230.11,228.86,231.6,230.1,229.83,231.38,32114120,229.74,229.74,230.1,6612149198.7,6612149198.7,6612149198.7,0.0,3,SUR,0.38
SMAL,2021-05-04,ГАЗПРОМ ао,GAZP,33,16738.97,231.9,226.69,234.5,,233.17,234.12,73,,,,0.0,0.0,0.0,0.0,3,SUR,0.23
TQBR,2021-05-04,ГАЗПРОМ ао,GAZP,53370,8853538108.9,232.2,230.96,234.3,233.05,233.17,233.8,37971060,233.15,233.15,233.05,8370970337.9,8370970337.9,8370970337.9,0.0,3,SUR,1.05
SMAL,2021-05-05,ГАЗПРОМ ао,GAZP,19,12749.1,238.79,230.8,238.85,,236.51,238.0,54,,,,0.0,0.0,0.0,0.0,3,SUR,1.66
TQBR,2021-05-05,ГАЗПРОМ ао,GAZP,59820,9022771124.4,234.21,233.69,237.77,237.0,236.51,237.5,38151660,236.43,236.43,237.0,8164887381.5,8164887381.5,8164887381.5,0.0,3,SUR,1.58
SMAL,2021-05-06,ГАЗПРОМ ао,GAZP,29,18989.41,237.98,237.98,243.23,,240.28,243.23,79,,,,0.0,0.0,0.0,0.0,3,SUR,2.2
TQBR,2021-05-06,ГАЗПРОМ ао,GAZP,73955,12108362994.7,237.9,237.75,243.32,240.65,240.28,243.0,50392530,240.03,240.03,240.65,10602576532.4,10602576532.4,10602576532.4,0.0,3,SUR,2.32
SMAL,2021-05-07,ГАЗПРОМ ао,GAZP,16,9137.46,241.25,238.05,244.97,,241.88,244.97,38,,,,0.0,0.0,0.0,0.0,3,SUR,0.72
TQBR,2021-05-07,ГАЗПРОМ ао,GAZP,52599,8997698951.3,243.49,240.78,243.99,241.51,241.88,241.7,37202190,241.89,241.89,241.51,8437938043.0,8437938043.0,8437938043.0,0.0,3,SUR,-0.53
SMAL,2021-05-10,ГАЗПРОМ ао,GAZP,8,2432.9,240.07,240.07,245.45,,242.51,245.45,10,,,,0.0,0.0,0.0,0.0,3,SUR,0.2
TQBR,2021-05-10,ГАЗПРОМ ао,GAZP,46501,7862188449.7,242.35,240.52,244.3,242.51,242.51,241.41,32419730,242.55,242.55,242.51,7405851272.2,7405851272.2,7405851272.2,0.0,3,SUR,-0.12
SMAL,2021-05-11,ГАЗПРОМ ао,GAZP,22,5808.4,242.0,239.06,247.06,,241.6,247.06,24,,,,0.0,0.0,0.0,0.0,3,SUR,0.66
TQBR,2021-05-11,ГАЗПРОМ ао,GAZP,55914,8661769126.3,240.24,239.05,243.17,242.03,241.6,242.5,35851190,241.56,241.56,242.03,8085118084.5,8085118084.5,8085118084.5,0.0,3,SUR,0.45
SMAL,2021-05-12,ГАЗПРОМ ао,GAZP,18,9891.69,242.2,230.16,246.47,,243.33,241.25,41,,,,0.0,0.0,0.0,0.0,3,SUR,-2.35
TQBR,2021-05-12,ГАЗПРОМ ао,GAZP,49987,8103285345.9,242.01,241.56,244.42,244.1,243.33,241.79,33301670,243.41,243.41,244.1,7177562005.3,7177562005.3,7177562005.3,0.0,3,SUR,-0.29
SMAL,2021-05-13,ГАЗПРОМ ао,GAZP,26,15598.98,239.13,239.09,246.8,,245.14,246.0,64,,,,0.0,0.0,0.0,0.0,3,SUR,1.97
TQBR,2021-05-13,ГАЗПРОМ ао,GAZP,76228,15743815095.2,242.3,242.05,247.29,246.05,245.14,247.16,64223010,245.08,245.08,246.05,14887239598.1,14887239598.1,14887239598.1,0.0,3,SUR,2.22
SMAL,2021-05-14,ГАЗПРОМ ао,GAZP,27,16169.58,248.5,244.81,250.0,,249.18,247.9,65,,,,0.0,0.0,0.0,0.0,3,SUR,0.77
TQBR,2021-05-14,ГАЗПРОМ ао,GAZP,68567,12550512909.3,248.0,247.53,250.4,248.79,249.18,249.55,50360050,249.24,249.24,248.79,11793169091.7,11793169091.7,11793169091.7,0.0,3,SUR,0.97
SMAL,2021-05-17,ГАЗПРОМ ао,GAZP,37,19729.24,250.0,247.0,255.0,,251.76,254.94,79,,,,0.0,0.0,0.0,0.0,3,SUR,2.84
TQBR,2021-05-17,ГАЗПРОМ ао,GAZP,72702,10354987363.1,250.0,249.45,255.25,252.0,251.76,255.15,41131010,251.41,251.41,252.0,8997068745.0,8997068745.0,8997068745.0,0.0,3,SUR,2.24
SMAL,2021-05-18,ГАЗПРОМ ао,GAZP,27,17796.62,253.01,253.01,264.97,,259.44,263.7,69,,,,0.0,0.0,0.0,0.0,3,SUR,3.44
TQBR,2021-05-18,ГАЗПРОМ ао,GAZP,119649,22425796293.8,256.1,254.54,268.38,257.23,259.44,266.22,86426350,257.45,257.45,257.23,13137360075.2,13137360075.2,13137360075.2,0.0,3,SUR,4.34
SMAL,2021-05-19,ГАЗПРОМ ао,GAZP,43,32164.61,266.99,256.9,266.99,,260.32,263.26,123,,,,0.0,0.0,0.0,0.0,3,SUR,-0.17
TQBR,2021-05-19,ГАЗПРОМ ао,GAZP,125251,24361191401.1,263.9,256.0,264.5,258.5,260.32,260.9,93580930,260.09,260.09,258.5,21143328024.8,21143328024.8,21143328024.8,0.0,3,SUR,-2.0
SMAL,2021-05-20,ГАЗПРОМ ао,GAZP,22,10386.35,265.97,255.46,265.98,,258.8,260.97,40,,,,0.0,0.0,0.0,0.0,3,SUR,-0.87
TQBR,2021-05-20,ГАЗПРОМ ао,GAZP,73446,12050254950.2,260.8,256.9,262.78,258.85,258.8,259.16,46561170,258.8,258.8,258.85,11186658542.8,11186658542.8,11186658542.8,0.0,3,SUR,-0.67
SMAL,2021-05-21,ГАЗПРОМ ао,GAZP,22,13455.31,260.42,257.51,260.98,,258.58,258.78,52,,,,0.0,0.0,0.0,0.0,3,SUR,-0.84
TQBR,2021-05-21,ГАЗПРОМ ао,GAZP,49581,7530049101.5,260.04,257.12,260.7,258.4,258.58,258.0,29121200,258.61,258.61,258.4,6891259957.1,6891259957.1,6891259957.1,0.0,3,SUR,-0.45
SMAL,2021-05-24,ГАЗПРОМ ао,GAZP,15,9081.74,260.97,257.09,261.17,,258.57,261.17,35,,,,0.0,0.0,0.0,0.0,3,SUR,0.92
TQBR,2021-05-24,ГАЗПРОМ ао,GAZP,50899,6381365479.9,258.58,257.12,261.47,258.8,258.57,261.24,24679160,258.33,258.33,258.8,5505710562.8,5505710562.8,5505710562.8,0.0,3,SUR,1.26
SMAL,2021-05-25,ГАЗПРОМ ао,GAZP,21,14016.78,263.88,257.48,263.88,,259.62,261.46,54,,,,0.0,0.0,0.0,0.0,3,SUR,0.11
TQBR,2021-05-25,ГАЗПРОМ ао,GAZP,55678,7973520382.4,262.31,258.31,262.72,260.0,259.62,259.79,30710070,259.61,259.61,260.0,7571489045.5,7571489045.5,7571489045.5,0.0,3,SUR,-0.56
SMAL,2021-05-26,ГАЗПРОМ ао,GAZP,19,11738.28,265.72,257.01,265.72,,261.34,262.96,45,,,,0.0,0.0,0.0,0.0,3,SUR,0.57
TQBR,2021-05-26,ГАЗПРОМ ао,GAZP,53428,9063201892.0,260.52,260.01,263.33,261.85,261.34,263.09,34679380,261.18,261.18,261.85,8098292160.4,8098292160.4,8098292160.4,0.0,3,SUR,1.27
SMAL,2021-05-27,ГАЗПРОМ ао,GAZP,15,8624.83,258.26,258.26,264.29,,262.18,264.29,33,,,,0.0,0.0,0.0,0.0,3,SUR,0.51
TQBR,2021-05-27,ГАЗПРОМ ао,GAZP,48071,15107689461.4,261.98,261.22,263.75,261.98,262.18,262.96,57622500,262.12,262.12,261.98,14005876039.0,14005876039.0,14005876039.0,0.0,3,SUR,-0.05
SMAL,2021-05-28,ГАЗПРОМ ао,GAZP,16,11265.7,258.88,258.88,266.86,,263.3,263.97,43,,,,0.0,0.0,0.0,0.0,3,SUR,-0.12
TQBR,2021-05-28,ГАЗПРОМ ао,GAZP,56141,9294866175.0,263.79,261.35,265.93,262.06,263.3,262.0,35300830,263.39,263.39,262.06,8563649941.6,8563649941.6,8563649941.6,0.0,3,SUR,-0.37
SMAL,2021-05-31,ГАЗПРОМ ао,GAZP,21,15375.12,258.66,258.66,264.34,,260.46,262.56,59,,,,0.0,0.0,0.0,0.0,3,SUR,-0.53
TQBR,2021-05-31,ГАЗПРОМ ао,GAZP,49281,5600270494.0,261.0,259.3,261.6,260.45,260.46,261.03,21501820,260.42,260.42,260.45,5230866405.3,5230866405.3,5230866405.3,0.0,3,SUR,-0.37
SMAL,2021-06-01,ГАЗПРОМ ао,GAZP,22,24397.13,255.9,255.9,264.99,,263.41,262.03,93,,,,0.0,0.0,0.0,0.0,3,SUR,-0.2
TQBR,2021-06-01,ГАЗПРОМ ао,GAZP,55389,8630253544.0,261.97,261.58,264.76,264.31,263.41,263.86,32763300,263.38,263.38,264.31,8146571732.0,8146571732.0,8146571732.0,0.0,3,SUR,1.08
SMAL,2021-06-02,ГАЗПРОМ ао,GAZP,35,20978.36,266.96,263.03,272.86,,268.33,272.58,78,,,,0.0,0.0,0.0,0.0,3,SUR,4.03
TQBR,2021-06-02,ГАЗПРОМ ао,GAZP,78191,14317368422.3,264.05,263.55,271.36,270.79,268.33,271.15,53358040,268.1,268.1,270.79,13031224919.9,13031224919.9,13031224919.9,0.0,3,SUR,2.76
SMAL,2021-06-03,ГАЗПРОМ ао,GAZP,23,16023.59,270.11,268.8,273.99,,271.18,272.96,59,,,,0.0,0.0,0.0,0.0,3,SUR,0.14
TQBR,2021-06-03,ГАЗПРОМ ао,GAZP,83007,14348343992.0,272.31,268.2,274.3,271.6,271.18,272.1,52911460,271.15,271.15,271.6,13503986212.5,13503986212.5,13503986212.5,0.0,3,SUR,0.35
SMAL,2021-06-04,ГАЗПРОМ ао,GAZP,39,17465.18,265.53,265.53,276.19,,273.25,274.96,64,,,,0.0,0.0,0.0,0.0,3,SUR,0.73
TQBR,2021-06-04,ГАЗПРОМ ао,GAZP,86350,14869585733.4,271.99,269.58,276.22,273.51,273.25,274.3,54413780,273.22,273.22,273.51,14046556375.2,14046556375.2,14046556375.2,0.0,3,SUR,0.81
SMAL,2021-06-07,ГАЗПРОМ ао,GAZP,60,35219.08,276.2,273.04,276.28,,275.54,273.19,128,,,,0.0,0.0,0.0,0.0,3,SUR,-0.64
TQBR,2021-06-07,ГАЗПРОМ ао,GAZP,58796,9446439924.9,274.01,273.85,276.7,275.42,275.54,275.67,34319270,275.25,275.25,275.42,9053095928.9,9053095928.9,9053095928.9,0.0,3,SUR,0.5
SMAL,2021-06-08,ГАЗПРОМ ао,GAZP,46,27782.29,276.0,273.35,280.7,,275.22,275.48,101,,,,0.0,0.0,0.0,0.0,3,SUR,0.84
TQBR,2021-06-08,ГАЗПРОМ ао,GAZP,76108,14620804831.0,275.35,272.91,277.58,274.18,275.22,275.36,53123740,275.22,275.22,274.18,13731990020.3,13731990020.3,13731990020.3,0.0,3,SUR,-0.11
SMAL,2021-06-09,ГАЗПРОМ ао,GAZP,30,28790.01,273.06,273.06,278.1,,275.19,276.36,105,,,,0.0,0.0,0.0,0.0,3,SUR,0.32
TQBR,2021-06-09,ГАЗПРОМ ао,GAZP,47210,7778504311.4,275.98,273.76,276.39,276.19,275.19,275.65,28265930,275.14,275.14,276.19,7194235231.6,7194235231.6,7194235231.6,0.0,3,SUR,0.11
SMAL,2021-06-10,ГАЗПРОМ ао,GAZP,49,45633.93,279.96,270.79,279.96,,276.06,276.0,166,,,,0.0,0.0,0.0,0.0,3,SUR,-0.13
TQBR,2021-06-10,ГАЗПРОМ ао,GAZP,52325,10287352750.4,275.49,274.32,277.77,275.83,276.06,276.1,37264440,276.05,276.05,275.83,9422008137.2,9422008137.2,9422008137.2,0.0,3,SUR,0.16
SMAL,2021-06-11,ГАЗПРОМ ао,GAZP,58,40272.78,275.5,270.82,278.33,,276.99,277.14,146,,,,0.0,0.0,0.0,0.0,3,SUR,0.41
TQBR,2021-06-11,ГАЗПРОМ ао,GAZP,46327,7373855807.1,276.58,274.85,278.0,276.5,276.99,277.05,26621830,277.01,277.01,276.5,6607108586.2,6607108586.2,6607108586.2,0.0,3,SUR,0.34
SMAL,2021-06-14,ГАЗПРОМ ао,GAZP,14,8626.45,270.81,270.81,281.35,,279.16,276.38,31,,,,0.0,0.0,0.0,0.0,3,SUR,-0.27
TQBR,2021-06-14,ГАЗПРОМ ао,GAZP,47602,7870540544.2,277.56,277.22,280.45,279.33,279.16,279.5,28193270,279.15,279.15,279.33,7221776447.6,7221776447.6,7221776447.6,0.0,3,SUR,0.88
SMAL,2021-06-15,ГАЗПРОМ ао,GAZP,34,20075.36,269.9,269.9,279.97,,275.64,274.0,73,,,,0.0,0.0,0.0,0.0,3,SUR,-0.86
TQBR,2021-06-15,ГАЗПРОМ ао,GAZP,94169,14396878098.1,279.92,272.63,280.14,272.8,275.64,272.72,52232300,275.83,275.83,272.8,13178609338.3,13178609338.3,13178609338.3,0.0,3,SUR,-2.43
SMAL,2021-06-16,ГАЗПРОМ ао,GAZP,31,15832.29,272.1,270.11,276.64,,272.62,271.01,58,,,,0.0,0.0,0.0,0.0,3,SUR,-1.09
TQBR,2021-06-16,ГАЗПРОМ ао,GAZP,121943,18338863284.1,272.9,270.12,275.23,272.37,272.62,271.8,67263730,272.67,272.67,272.37,16108246204.6,16108246204.6,16108246204.6,0.0,3,SUR,-0.34
SMAL,2021-06-17,ГАЗПРОМ ао,GAZP,16,9002.79,271.02,271.02,274.83,,272.62,273.21,33,,,,0.0,0.0,0.0,0.0,3,SUR,0.81
TQBR,2021-06-17,ГАЗПРОМ ао,GAZP,67571,11906607675.4,270.9,269.1,273.89,273.5,272.62,272.5,43674630,272.67,272.67,273.5,10863638935.5,10863638935.5,10863638935.5,0.0,3,SUR,0.26
SMAL,2021-06-18,ГАЗПРОМ ао,GAZP,21,14392.15,274.17,268.85,274.17,,270.91,270.13,53,,,,0.0,0.0,0.0,0.0,3,SUR,-1.13
SPEQ,2021-06-18,ГАЗПРОМ ао,GAZP,388,5792641092.0,272.79,272.79,272.79,,,272.79,21234800,,,,0.0,0.0,0.0,0.0,3,SUR,19.69
TQBR,2021-06-18,ГАЗПРОМ ао,GAZP,59596,14284950078.3,271.54,268.65,273.18,271.35,270.91,270.06,52728780,270.91,270.91,271.35,13537618132.7,13537618132.7,13537618132.7,0.0,3,SUR,-0.9
SMAL,2021-06-21,ГАЗПРОМ ао,GAZP,12,4322.41,269.0,268.03,271.99,,270.41,270.13,16,,,,0.0,0.0,0.0,0.0,3,SUR,0.0
TQBR,2021-06-21,ГАЗПРОМ ао,GAZP,44652,7423851443.4,269.78,268.09,272.86,270.75,270.41,272.62,27454560,270.26,270.26,270.75,6828694952.0,6828694952.0,6828694952.0,0.0,3,SUR,0.95
SMAL,2021-06-22,ГАЗПРОМ ао,GAZP,28,22149.88,273.4,270.8,276.4,,275.17,275.04,81,,,,0.0,0.0,0.0,0.0,3,SUR,1.82
TQBR,2021-06-22,ГАЗПРОМ ао,GAZP,59775,10177483566.9,273.5,272.89,277.0,275.75,275.17,277.0,36984070,275.07,275.07,275.75,9322494078.1,9322494078.1,9322494078.1,0.0,3,SUR,1.61
SMAL,2021-06-23,ГАЗПРОМ ао,GAZP,20,14196.28,275.57,275.57,281.78,,278.29,278.47,51,,,,0.0,0.0,0.0,0.0,3,SUR,1.25
TQBR,2021-06-23,ГАЗПРОМ ао,GAZP,51188,9355733974.0,277.89,276.67,279.56,277.31,278.29,277.35,33618550,278.32,278.32,277.31,8944700049.6,8944700049.6,8944700049.6,0.0,3,SUR,0.13
SMAL,2021-06-24,ГАЗПРОМ ао,GAZP,44,29426.47,278.1,276.02,280.0,,277.56,277.12,106,,,,0.0,0.0,0.0,0.0,3,SUR,-0.48
TQBR,2021-06-24,ГАЗПРОМ ао,GAZP,49458,11819523344.9,278.2,275.5,279.47,276.8,277.56,277.47,42585400,277.55,277.55,276.8,11318758539.7,11318758539.7,11318758539.7,0.0,3,SUR,0.04
SMAL,2021-06-25,ГАЗПРОМ ао,GAZP,20,12448.33,276.12,275.78,277.99,,276.79,277.37,45,,,,0.0,0.0,0.0,0.0,3,SUR,0.09
TQBR,2021-06-25,ГАЗПРОМ ао,GAZP,45307,8227512624.8,277.8,276.12,277.92,277.6,276.79,277.19,29722970,276.79,276.79,277.6,7904091485.8,7904091485.8,7904091485.8,0.0,3,SUR,-0.1
SMAL,2021-06-28,ГАЗПРОМ ао,GAZP,21,11696.1,278.99,276.58,279.73,,278.22,276.58,42,,,,0.0,0.0,0.0,0.0,3,SUR,-0.28
TQBR,2021-06-28,ГАЗПРОМ ао,GAZP,42269,7817732587.3,277.22,276.43,279.61,277.5,278.22,276.99,28099160,278.32,278.32,277.5,7121645237.5,7121645237.5,7121645237.5,0.0,3,SUR,-0.07
SMAL,2021-06-29,ГАЗПРОМ ао,GAZP,28,17329.6,276.51,273.51,277.42,,275.55,277.42,63,,,,0.0,0.0,0.0,0.0,3,SUR,0.3
TQBR,2021-06-29,ГАЗПРОМ ао,GAZP,54836,10368443928.2,276.12,273.17,277.5,276.0,275.55,276.8,37633800,275.48,275.48,276.0,9990364633.3,9990364633.3,9990364633.3,0.0,3,SUR,-0.07
SMAL,2021-06-30,ГАЗПРОМ ао,GAZP,19,15293.49,281.19,273.9,281.19,,279.88,280.95,55,,,,0.0,0.0,0.0,0.0,3,SUR,1.27
TQBR,2021-06-30,ГАЗПРОМ ао,GAZP,82036,16903113200.3,277.27,276.5,281.82,281.34,279.88,281.8,60396020,279.82,279.82,281.34,16329752175.2,16329752175.2,16329752175.2,0.0,3,SUR,1.81
