BOARDID,TRADEDATE,SHORTNAME,SECID,NUMTRADES,VALUE,OPEN,LOW,HIGH,LEGALCLOSEPRICE,WAPRICE,CLOSE,VOLUME,MARKETPRICE2,MARKETPRICE3,ADMITTEDQUOTE,MP2VALTRD,MARKETPRICE3TRADESVALUE,ADMITTEDVALUE,WAVAL,TRADINGSESSION,CURRENCYID,TRENDCLSPR
SMAL,2022-10-03,ГАЗПРОМ ао,GAZP,83,40320.27,212.31,211.0,219.86,,216.18,219.86,188,,,,0.0,0.0,0.0,0,3,SUR,0.39
TQBR,2022-10-03,ГАЗПРОМ ао,GAZP,160291,10961390772.3,219.0,213.63,220.55,215.13,216.18,215.83,50702010,216.24,216.24,215.13,10043019319.6,10043019319.6,10043019319.6,0,3,SUR,-0.86
SMAL,2022-10-04,ГАЗПРОМ ао,GAZP,133,44410.16,215.0,209.33,217.5,,211.56,212.5,210,,,,0.0,0.0,0.0,0,3,SUR,-3.35
TQBR,2022-10-04,ГАЗПРОМ ао,GAZP,169310,10529464370.9,216.48,208.8,216.7,211.3,211.56,210.72,49758590,211.63,211.63,211.3,9983174579.8,9983174579.8,9983174579.8,0,3,SUR,-2.37
SMAL,2022-10-05,ГАЗПРОМ ао,GAZP,119,44558.95,211.0,203.5,211.0,,207.14,211.0,215,,,,0.0,0.0,0.0,0,3,SUR,-0.71
TQBR,2022-10-05,ГАЗПРОМ ао,GAZP,176797,11025582132.0,211.5,202.85,211.5,208.5,207.14,209.05,53221220,206.83,206.83,208.5,9804377415.2,9804377415.2,9804377415.2,0,3,SUR,-0.79
SMAL,2022-10-06,ГАЗПРОМ ао,GAZP,101,40904.57,209.5,208.01,216.49,,213.64,214.85,192,,,,0.0,0.0,0.0,0,3,SUR,1.82
TQBR,2022-10-06,ГАЗПРОМ ао,GAZP,159283,11035697069.4,210.0,209.06,216.88,213.0,213.64,212.86,51655640,213.7,213.7,213.0,10184910173.8,10184910173.8,10184910173.8,0,3,SUR,1.82
SMAL,2022-10-07,ГАЗПРОМ ао,GAZP,226,96663.96,209.0,196.04,215.5,,204.24,196.04,475,,,,0.0,0.0,0.0,0,3,SUR,-8.75
TQBR,2022-10-07,ГАЗПРОМ ао,GAZP,322650,20733482647.0,212.84,195.01,212.84,201.4,204.24,195.15,101567600,206.02,206.02,201.4,15755376976.6,15755376976.6,15755376976.6,0,3,SUR,-8.32
SMAL,2022-10-10,ГАЗПРОМ ао,GAZP,118,36028.23,150.63,145.26,192.0,,157.52,165.98,222,,,,0.0,0.0,0.0,0,3,SUR,-15.33
TQBR,2022-10-10,ГАЗПРОМ ао,GAZP,384939,18531837178.7,181.26,137.1,181.26,163.8,157.52,163.89,117002020,158.2,158.2,163.8,17865616441.8,17865616441.8,17865616441.8,0,3,SUR,-16.02
SMAL,2022-10-11,ГАЗПРОМ ао,GAZP,64,17501.53,161.52,159.52,164.99,,162.38,164.75,108,,,,0.0,0.0,0.0,0,3,SUR,-0.74
TQBR,2022-10-11,ГАЗПРОМ ао,GAZP,118080,5401316843.5,163.89,159.62,165.2,163.0,162.38,162.89,33263090,162.34,162.34,163.0,5126048392.1,5126048392.1,5126048392.1,0,3,SUR,-0.61
SMAL,2022-10-12,ГАЗПРОМ ао,GAZP,60,22819.03,160.77,160.0,165.0,,161.95,163.86,140,,,,0.0,0.0,0.0,0,3,SUR,-0.54
TQBR,2022-10-12,ГАЗПРОМ ао,GAZP,75023,2948736970.9,163.5,160.31,164.0,161.97,161.95,161.8,18207590,161.95,161.95,161.97,2777606587.5,2777606587.5,2777606587.5,0,3,SUR,-0.67
SMAL,2022-10-13,ГАЗПРОМ ао,GAZP,50,17233.02,163.0,159.02,163.99,,160.87,162.67,107,,,,0.0,0.0,0.0,0,3,SUR,-0.73
TQBR,2022-10-13,ГАЗПРОМ ао,GAZP,79600,3192376497.8,161.69,159.48,162.45,161.0,160.87,160.84,19844500,160.86,160.86,161.0,2984715248.9,2984715248.9,2984715248.9,0,3,SUR,-0.59
SMAL,2022-10-14,ГАЗПРОМ ао,GAZP,45,10695.94,160.5,158.53,162.98,,159.67,158.79,67,,,,0.0,0.0,0.0,0,3,SUR,-2.39
TQBR,2022-10-14,ГАЗПРОМ ао,GAZP,66548,2459720807.5,161.0,158.64,161.16,159.38,159.67,159.6,15405020,159.68,159.68,159.38,2255806628.0,2255806628.0,2255806628.0,0,3,SUR,-0.77
SMAL,2022-10-17,ГАЗПРОМ ао,GAZP,54,12965.0,160.8,160.8,163.33,,162.19,163.0,80,,,,0.0,0.0,0.0,0,3,SUR,2.65
TQBR,2022-10-17,ГАЗПРОМ ао,GAZP,93742,4354445805.9,160.0,159.6,163.8,162.5,162.19,163.24,26848530,162.15,162.15,162.5,3979461196.0,3979461196.0,3979461196.0,0,3,SUR,2.28
SMAL,2022-10-18,ГАЗПРОМ ао,GAZP,49,20074.27,163.77,160.01,163.78,,162.35,160.18,124,,,,0.0,0.0,0.0,0,3,SUR,-1.73
TQBR,2022-10-18,ГАЗПРОМ ао,GAZP,82120,3375691012.0,164.0,159.1,164.64,163.0,162.35,160.2,20793190,163.09,163.09,163.0,2245778756.5,2245778756.5,2245778756.5,0,3,SUR,-1.86
SMAL,2022-10-19,ГАЗПРОМ ао,GAZP,59,22144.49,158.51,157.06,162.99,,159.34,159.0,139,,,,0.0,0.0,0.0,0,3,SUR,-0.74
TQBR,2022-10-19,ГАЗПРОМ ао,GAZP,92884,3769974585.7,159.1,157.4,161.5,160.46,159.34,161.29,23659150,159.16,159.16,160.46,3382806444.2,3382806444.2,3382806444.2,0,3,SUR,0.68
SMAL,2022-10-20,ГАЗПРОМ ао,GAZP,49,22301.3,162.96,159.6,162.96,,161.3,159.6,139,,,,0.0,0.0,0.0,0,3,SUR,0.38
TQBR,2022-10-20,ГАЗПРОМ ао,GAZP,56870,2316699303.1,161.69,160.15,162.48,160.6,161.3,160.75,14362750,161.35,161.35,160.6,2108591045.6,2108591045.6,2108591045.6,0,3,SUR,-0.33
SMAL,2022-10-21,ГАЗПРОМ ао,GAZP,53,14639.23,163.36,159.45,168.94,,164.24,167.24,90,,,,0.0,0.0,0.0,0,3,SUR,4.79
TQBR,2022-10-21,ГАЗПРОМ ао,GAZP,119177,5837664258.5,160.0,159.03,169.96,163.0,164.24,166.99,35542660,160.73,160.73,163.0,2335519250.9,2335519250.9,2335519250.9,0,3,SUR,3.88
SMAL,2022-10-24,ГАЗПРОМ ао,GAZP,52,15534.44,167.0,164.01,168.44,,166.67,165.99,94,,,,0.0,0.0,0.0,0,3,SUR,-0.75
TQBR,2022-10-24,ГАЗПРОМ ао,GAZP,86914,4322758360.5,168.0,164.82,168.88,165.9,166.67,165.47,25935680,166.74,166.74,165.9,4034000110.4,4034000110.4,4034000110.4,0,3,SUR,-0.91
SMAL,2022-10-25,ГАЗПРОМ ао,GAZP,97,34848.52,166.98,164.68,174.26,,169.7,171.99,205,,,,0.0,0.0,0.0,0,3,SUR,3.61
TQBR,2022-10-25,ГАЗПРОМ ао,GAZP,160649,8084532324.4,166.0,164.22,174.69,173.79,169.7,172.38,47641350,169.12,169.12,173.79,6818760051.0,6818760051.0,6818760051.0,0,3,SUR,4.18
SMAL,2022-10-26,ГАЗПРОМ ао,GAZP,90,34693.59,170.03,168.5,174.84,,171.0,173.42,204,,,,0.0,0.0,0.0,0,3,SUR,0.83
TQBR,2022-10-26,ГАЗПРОМ ао,GAZP,129136,5913060031.6,173.16,168.7,173.42,171.49,171.0,171.98,34577420,170.87,170.87,171.49,5170604351.7,5170604351.7,5170604351.7,0,3,SUR,-0.23
SMAL,2022-10-27,ГАЗПРОМ ао,GAZP,87,35337.41,170.03,170.03,175.97,,172.94,171.46,205,,,,0.0,0.0,0.0,0,3,SUR,-1.13
TQBR,2022-10-27,ГАЗПРОМ ао,GAZP,103263,4032360383.7,172.5,171.3,173.98,173.06,172.94,172.47,23317060,172.93,172.93,173.06,3651010483.4,3651010483.4,3651010483.4,0,3,SUR,0.28
SMAL,2022-10-28,ГАЗПРОМ ао,GAZP,67,22076.86,173.5,169.0,173.97,,170.58,171.08,130,,,,0.0,0.0,0.0,0,3,SUR,-0.22
TQBR,2022-10-28,ГАЗПРОМ ао,GAZP,106055,5077443486.4,171.89,169.41,172.35,170.3,170.58,170.73,29765070,170.58,170.58,170.3,4732625416.6,4732625416.6,4732625416.6,0,3,SUR,-1.01
SMAL,2022-10-31,ГАЗПРОМ ао,GAZP,49,23213.87,171.0,168.78,172.01,,170.14,172.01,137,,,,0.0,0.0,0.0,0,3,SUR,0.54
TQBR,2022-10-31,ГАЗПРОМ ао,GAZP,76502,2727443256.5,170.73,169.21,171.5,170.0,170.14,170.27,16029910,170.15,170.15,170.0,2503826294.9,2503826294.9,2503826294.9,0,3,SUR,-0.27
SMAL,2022-11-01,ГАЗПРОМ ао,GAZP,32,15972.77,171.5,169.02,171.99,,170.5,170.54,94,,,,0.0,0.0,0.0,0,3,SUR,-0.85
TQBR,2022-11-01,ГАЗПРОМ ао,GAZP,72189,2867717776.4,170.9,169.75,171.29,170.0,170.5,169.92,16818990,170.54,170.54,170.0,2650006200.5,2650006200.5,2650006200.5,0,3,SUR,-0.21
SMAL,2022-11-02,ГАЗПРОМ ао,GAZP,84,32407.8,169.6,167.14,170.78,,169.41,167.14,192,,,,0.0,0.0,0.0,0,3,SUR,-1.99
TQBR,2022-11-02,ГАЗПРОМ ао,GAZP,64031,3129559954.8,169.92,167.1,170.45,170.29,169.41,167.72,18473590,169.58,169.58,170.29,2476277808.7,2476277808.7,2476277808.7,0,3,SUR,-1.29
SMAL,2022-11-03,ГАЗПРОМ ао,GAZP,27,14454.65,167.0,166.78,169.99,,168.0,169.99,86,,,,0.0,0.0,0.0,0,3,SUR,1.71
TQBR,2022-11-03,ГАЗПРОМ ао,GAZP,68438,3055304138.8,167.01,166.68,169.65,169.47,168.0,169.14,18183990,167.88,167.88,169.47,2729677367.7,2729677367.7,2729677367.7,0,3,SUR,0.85
SMAL,2022-11-07,ГАЗПРОМ ао,GAZP,69,23642.97,172.86,167.51,172.86,,171.19,168.51,140,,,,0.0,0.0,0.0,0,3,SUR,-0.87
TQBR,2022-11-07,ГАЗПРОМ ао,GAZP,70942,3755004290.7,171.01,169.52,171.59,169.99,171.19,169.85,22049230,170.34,170.34,169.99,3352566510.2,3352566510.2,3352566510.2,0,3,SUR,0.42
SMAL,2022-11-08,ГАЗПРОМ ао,GAZP,37,13399.98,169.5,169.0,170.89,,170.56,169.64,79,,,,0.0,0.0,0.0,0,3,SUR,0.67
TQBR,2022-11-08,ГАЗПРОМ ао,GAZP,73338,4310289556.8,170.05,169.17,172.0,170.0,170.56,169.97,25270830,170.64,170.64,170.0,3845579386.2,3845579386.2,3845579386.2,0,3,SUR,0.07
SMAL,2022-11-09,ГАЗПРОМ ао,GAZP,55,16499.35,169.5,167.57,169.96,,168.48,167.57,98,,,,0.0,0.0,0.0,0,3,SUR,-1.22
TQBR,2022-11-09,ГАЗПРОМ ао,GAZP,74068,3217087747.1,169.84,166.15,170.32,168.1,168.48,167.1,19094240,168.85,168.85,168.1,2515930272.2,2515930272.2,2515930272.2,0,3,SUR,-1.69
SMAL,2022-11-10,ГАЗПРОМ ао,GAZP,77,25349.46,169.0,167.0,170.0,,168.71,167.5,151,,,,0.0,0.0,0.0,0,3,SUR,-0.04
TQBR,2022-11-10,ГАЗПРОМ ао,GAZP,65900,4045026362.9,167.5,167.18,170.18,168.4,168.71,168.9,23976360,168.7,168.7,168.4,3605427790.9,3605427790.9,3605427790.9,0,3,SUR,1.08
SMAL,2022-11-11,ГАЗПРОМ ао,GAZP,42,14677.69,172.54,167.04,172.54,,168.98,170.0,87,,,,0.0,0.0,0.0,0,3,SUR,1.49
TQBR,2022-11-11,ГАЗПРОМ ао,GAZP,59046,2805412862.2,169.27,167.51,170.6,169.96,168.98,169.86,16602030,168.76,168.76,169.96,2301166368.0,2301166368.0,2301166368.0,0,3,SUR,0.57
SMAL,2022-11-14,ГАЗПРОМ ао,GAZP,63,20198.46,168.0,167.0,173.0,,169.52,170.08,120,,,,0.0,0.0,0.0,0,3,SUR,0.05
TQBR,2022-11-14,ГАЗПРОМ ао,GAZP,95537,5099357899.2,170.84,166.51,171.92,169.63,169.52,169.6,30081630,169.53,169.53,169.63,4650279455.9,4650279455.9,4650279455.9,0,3,SUR,-0.15
SMAL,2022-11-15,ГАЗПРОМ ао,GAZP,45,17510.66,169.5,162.53,170.0,,166.93,162.53,105,,,,0.0,0.0,0.0,0,3,SUR,-4.44
TQBR,2022-11-15,ГАЗПРОМ ао,GAZP,103651,5546018252.5,171.08,161.79,171.3,169.25,166.93,166.25,33224560,169.43,169.43,169.25,2275939137.3,2275939137.3,2275939137.3,0,3,SUR,-1.98
SMAL,2022-11-16,ГАЗПРОМ ао,GAZP,74,24813.53,169.5,165.6,170.37,,168.27,170.15,148,,,,0.0,0.0,0.0,0,3,SUR,4.69
TQBR,2022-11-16,ГАЗПРОМ ао,GAZP,44706,2379288173.5,166.6,166.6,169.15,168.88,168.27,168.76,14139420,168.24,168.24,168.88,2174511323.2,2174511323.2,2174511323.2,0,3,SUR,1.51
SMAL,2022-11-17,ГАЗПРОМ ао,GAZP,51,17633.06,168.0,166.5,169.78,,168.96,169.78,105,,,,0.0,0.0,0.0,0,3,SUR,-0.22
TQBR,2022-11-17,ГАЗПРОМ ао,GAZP,40579,1845288771.9,168.8,168.01,169.8,168.81,168.96,168.99,10921310,169.01,169.01,168.81,1637168281.2,1637168281.2,1637168281.2,0,3,SUR,0.14
SMAL,2022-11-18,ГАЗПРОМ ао,GAZP,48,10722.58,165.78,165.59,169.36,,168.35,169.0,64,,,,0.0,0.0,0.0,0,3,SUR,-0.46
TQBR,2022-11-18,ГАЗПРОМ ао,GAZP,39112,1707708802.8,169.2,167.51,169.25,168.69,168.35,168.79,10143350,168.33,168.33,168.69,1569773465.6,1569773465.6,1569773465.6,0,3,SUR,-0.12
SMAL,2022-11-21,ГАЗПРОМ ао,GAZP,52,13695.61,168.0,166.2,168.95,,167.67,167.46,82,,,,0.0,0.0,0.0,0,3,SUR,-0.91
TQBR,2022-11-21,ГАЗПРОМ ао,GAZP,37387,1725563831.4,168.55,167.0,168.67,167.64,167.67,168.13,10291110,167.64,167.64,167.64,1430722307.0,1430722307.0,1430722307.0,0,3,SUR,-0.39
SMAL,2022-11-22,ГАЗПРОМ ао,GAZP,9,5208.15,167.99,167.59,168.96,,167.91,168.96,31,,,,0.0,0.0,0.0,0,3,SUR,0.9
TQBR,2022-11-22,ГАЗПРОМ ао,GAZP,32746,1670496169.7,167.89,167.45,168.5,168.29,167.91,168.08,9949620,167.88,167.88,168.29,1456966952.2,1456966952.2,1456966952.2,0,3,SUR,-0.03
SMAL,2022-11-23,ГАЗПРОМ ао,GAZP,59,23130.79,168.0,168.0,170.9,,169.13,169.09,137,,,,0.0,0.0,0.0,0,3,SUR,0.08
TQBR,2022-11-23,ГАЗПРОМ ао,GAZP,52774,3106199281.2,168.2,167.5,170.6,169.0,169.13,169.15,18366230,169.15,169.15,169.0,2868885778.3,2868885778.3,2868885778.3,0,3,SUR,0.64
SMAL,2022-11-24,ГАЗПРОМ ао,GAZP,32,10457.64,169.0,168.1,170.33,,169.64,168.1,62,,,,0.0,0.0,0.0,0,3,SUR,-0.59
TQBR,2022-11-24,ГАЗПРОМ ао,GAZP,37467,1833298407.6,169.41,168.6,170.87,169.29,169.64,168.96,10807160,169.67,169.67,169.29,1739652361.9,1739652361.9,1739652361.9,0,3,SUR,-0.11
SMAL,2022-11-25,ГАЗПРОМ ао,GAZP,37,15323.7,168.5,167.02,170.41,,168.85,170.41,91,,,,0.0,0.0,0.0,0,3,SUR,1.37
TQBR,2022-11-25,ГАЗПРОМ ао,GAZP,29052,1721053291.9,169.48,168.1,169.53,169.18,168.85,169.03,10192570,168.84,168.84,169.18,1582243067.0,1582243067.0,1582243067.0,0,3,SUR,0.04
SMAL,2022-11-28,ГАЗПРОМ ао,GAZP,20,4697.22,168.0,166.93,169.49,,168.12,167.56,28,,,,0.0,0.0,0.0,0,3,SUR,-1.67
TQBR,2022-11-28,ГАЗПРОМ ао,GAZP,31453,1609190446.1,168.0,167.52,168.67,168.6,168.12,168.1,9571790,168.1,168.1,168.6,1502722932.5,1502722932.5,1502722932.5,0,3,SUR,-0.55
SMAL,2022-11-29,ГАЗПРОМ ао,GAZP,66,25591.54,168.0,166.91,169.85,,168.22,168.19,153,,,,0.0,0.0,0.0,0,3,SUR,0.38
TQBR,2022-11-29,ГАЗПРОМ ао,GAZP,27743,1649290018.2,168.59,167.92,169.0,168.0,168.22,168.1,9804330,168.22,168.22,168.0,1554965755.1,1554965755.1,1554965755.1,0,3,SUR,0.0
SMAL,2022-11-30,ГАЗПРОМ ао,GAZP,52,15370.96,167.95,166.12,168.4,,167.97,167.0,92,,,,0.0,0.0,0.0,0,3,SUR,-0.71
TQBR,2022-11-30,ГАЗПРОМ ао,GAZP,36738,1988506921.7,167.99,167.6,168.19,167.7,167.97,167.7,11838510,168.01,168.01,167.7,1731141977.3,1731141977.3,1731141977.3,0,3,SUR,-0.24
SMAL,2022-12-01,ГАЗПРОМ ао,GAZP,34,8717.73,170.19,166.57,170.19,,167.35,166.57,52,,,,0.0,0.0,0.0,0,3,SUR,-0.26
TQBR,2022-12-01,ГАЗПРОМ ао,GAZP,43814,2006640899.9,167.99,166.31,168.76,167.0,167.35,166.98,11990650,167.4,167.4,167.0,1833927137.3,1833927137.3,1833927137.3,0,3,SUR,-0.43
SMAL,2022-12-02,ГАЗПРОМ ао,GAZP,87,24731.47,166.61,164.0,167.0,,165.37,166.0,150,,,,0.0,0.0,0.0,0,3,SUR,-0.34
TQBR,2022-12-02,ГАЗПРОМ ао,GAZP,68029,3370384786.5,167.0,164.18,167.19,166.08,165.37,165.86,20380560,165.35,165.35,166.08,3213962071.0,3213962071.0,3213962071.0,0,3,SUR,-0.67
SMAL,2022-12-05,ГАЗПРОМ ао,GAZP,57,20440.21,167.98,164.04,168.08,,165.82,166.46,124,,,,0.0,0.0,0.0,0,3,SUR,0.28
TQBR,2022-12-05,ГАЗПРОМ ао,GAZP,48930,2035084951.9,165.59,164.58,167.2,165.61,165.82,165.03,12272960,165.9,165.9,165.61,1791652860.1,1791652860.1,1791652860.1,0,3,SUR,-0.5
SMAL,2022-12-06,ГАЗПРОМ ао,GAZP,18,4604.71,164.23,164.0,165.4,,164.36,165.4,28,,,,0.0,0.0,0.0,0,3,SUR,-0.64
TQBR,2022-12-06,ГАЗПРОМ ао,GAZP,50833,2217066674.3,165.02,163.12,165.68,165.0,164.36,164.3,13489070,164.36,164.36,165.0,2009419795.6,2009419795.6,2009419795.6,0,3,SUR,-0.44
SMAL,2022-12-07,ГАЗПРОМ ао,GAZP,65,24642.23,163.5,162.52,165.42,,163.53,165.35,151,,,,0.0,0.0,0.0,0,3,SUR,-0.03
TQBR,2022-12-07,ГАЗПРОМ ао,GAZP,44044,1835794912.2,164.3,162.7,164.33,164.19,163.53,163.7,11225820,163.5,163.5,164.19,1690369702.8,1690369702.8,1690369702.8,0,3,SUR,-0.37
SMAL,2022-12-08,ГАЗПРОМ ао,GAZP,23,6049.84,162.13,162.13,165.74,,163.18,164.0,37,,,,0.0,0.0,0.0,0,3,SUR,-0.82
TQBR,2022-12-08,ГАЗПРОМ ао,GAZP,35460,1443685494.0,163.56,162.71,163.99,163.75,163.18,163.0,8847010,163.17,163.17,163.75,1262694968.3,1262694968.3,1262694968.3,0,3,SUR,-0.43
SMAL,2022-12-09,ГАЗПРОМ ао,GAZP,44,13629.28,162.1,161.2,164.79,,162.91,163.85,84,,,,0.0,0.0,0.0,0,3,SUR,-0.09
TQBR,2022-12-09,ГАЗПРОМ ао,GAZP,32376,1355191749.5,163.0,162.4,163.48,163.29,162.91,162.75,8318520,162.9,162.9,163.29,1130364574.8,1130364574.8,1130364574.8,0,3,SUR,-0.15
SMAL,2022-12-12,ГАЗПРОМ ао,GAZP,27,7784.58,163.98,161.1,163.98,,162.65,163.0,48,,,,0.0,0.0,0.0,0,3,SUR,-0.52
TQBR,2022-12-12,ГАЗПРОМ ао,GAZP,58011,2142970046.0,163.24,161.85,163.81,162.98,162.65,162.89,13175480,162.63,162.63,162.98,2013444476.7,2013444476.7,2013444476.7,0,3,SUR,0.09
SMAL,2022-12-13,ГАЗПРОМ ао,GAZP,44,15204.07,163.0,161.2,164.99,,162.49,161.2,94,,,,0.0,0.0,0.0,0,3,SUR,-1.1
TQBR,2022-12-13,ГАЗПРОМ ао,GAZP,34438,1380328165.4,162.96,162.0,163.44,162.8,162.49,162.4,8494600,162.53,162.53,162.8,1180720210.9,1180720210.9,1180720210.9,0,3,SUR,-0.3
SMAL,2022-12-14,ГАЗПРОМ ао,GAZP,29,7605.53,161.0,160.6,165.37,,161.42,161.0,47,,,,0.0,0.0,0.0,0,3,SUR,-0.12
TQBR,2022-12-14,ГАЗПРОМ ао,GAZP,54910,2241346517.5,162.26,160.25,162.49,160.97,161.42,160.74,13893850,161.34,161.34,160.97,2018320213.1,2018320213.1,2018320213.1,0,3,SUR,-1.02
SMAL,2022-12-15,ГАЗПРОМ ао,GAZP,78,19849.37,161.5,157.15,161.5,,159.64,160.0,125,,,,0.0,0.0,0.0,0,3,SUR,-0.62
TQBR,2022-12-15,ГАЗПРОМ ао,GAZP,75898,3515817550.7,160.74,157.72,161.25,160.74,159.64,160.31,22023150,159.56,159.56,160.74,3235579786.6,3235579786.6,3235579786.6,0,3,SUR,-0.27
SMAL,2022-12-16,ГАЗПРОМ ао,GAZP,53,11269.08,160.0,158.0,164.98,,161.0,161.44,70,,,,0.0,0.0,0.0,0,3,SUR,0.9
SPEQ,2022-12-16,ГАЗПРОМ ао,GAZP,657,2069688960.0,160.89,160.89,160.89,,,160.89,12864000,,,,0.0,0.0,0.0,0,3,SUR,-33.96
TQBR,2022-12-16,ГАЗПРОМ ао,GAZP,41178,2210039020.9,160.21,159.95,162.48,160.61,161.0,160.24,13726830,161.08,161.08,160.61,1983032146.1,1983032146.1,1983032146.1,0,3,SUR,-0.04
SMAL,2022-12-19,ГАЗПРОМ ао,GAZP,96,30867.13,162.95,157.0,163.78,,158.34,158.55,195,,,,0.0,0.0,0.0,0,3,SUR,-1.79
TQBR,2022-12-19,ГАЗПРОМ ао,GAZP,68996,3061478808.1,159.9,157.0,160.12,157.8,158.34,157.61,19335040,158.38,158.38,157.8,2783217001.3,2783217001.3,2783217001.3,0,3,SUR,-1.64
SMAL,2022-12-20,ГАЗПРОМ ао,GAZP,17,3925.23,156.0,155.5,159.87,,158.29,158.91,25,,,,0.0,0.0,0.0,0,3,SUR,0.23
TQBR,2022-12-20,ГАЗПРОМ ао,GAZP,52589,2480615172.4,157.49,157.38,159.45,158.95,158.29,158.94,15671170,158.25,158.25,158.95,2282808754.7,2282808754.7,2282808754.7,0,3,SUR,0.84
SMAL,2022-12-21,ГАЗПРОМ ао,GAZP,17,6152.69,159.0,157.0,159.0,,157.99,158.46,39,,,,0.0,0.0,0.0,0,3,SUR,-0.28
TQBR,2022-12-21,ГАЗПРОМ ао,GAZP,63780,2610768158.9,159.44,156.5,160.0,157.48,157.99,157.59,16525360,158.03,158.03,157.48,2418001395.5,2418001395.5,2418001395.5,0,3,SUR,-0.85
SMAL,2022-12-22,ГАЗПРОМ ао,GAZP,84,22639.36,157.0,156.15,159.89,,158.03,157.98,144,,,,0.0,0.0,0.0,0,3,SUR,-0.3
TQBR,2022-12-22,ГАЗПРОМ ао,GAZP,41778,1670602807.1,157.69,157.12,159.0,157.97,158.03,157.95,10571570,158.03,158.03,157.97,1534698829.0,1534698829.0,1534698829.0,0,3,SUR,0.23
SMAL,2022-12-23,ГАЗПРОМ ао,GAZP,51,14827.48,155.74,155.74,161.08,,160.24,160.02,93,,,,0.0,0.0,0.0,0,3,SUR,1.29
TQBR,2022-12-23,ГАЗПРОМ ао,GAZP,75277,3733521068.1,157.95,157.22,162.5,162.0,160.24,160.89,23300170,160.11,160.11,162.0,3208999228.6,3208999228.6,3208999228.6,0,3,SUR,1.86
SMAL,2022-12-26,ГАЗПРОМ ао,GAZP,43,15796.72,157.64,157.64,162.86,,161.92,162.63,98,,,,0.0,0.0,0.0,0,3,SUR,1.63
TQBR,2022-12-26,ГАЗПРОМ ао,GAZP,45583,2452915067.7,161.73,160.8,163.1,162.3,161.92,162.12,15149270,161.9,161.9,162.3,2267001318.7,2267001318.7,2267001318.7,0,3,SUR,0.76
SMAL,2022-12-27,ГАЗПРОМ ао,GAZP,50,15087.9,162.0,160.21,163.98,,163.47,163.98,93,,,,0.0,0.0,0.0,0,3,SUR,0.83
TQBR,2022-12-27,ГАЗПРОМ ао,GAZP,60645,3324014480.6,162.46,161.98,164.98,163.31,163.47,164.07,20333960,163.45,163.45,163.31,3103367189.3,3103367189.3,3103367189.3,0,3,SUR,1.2
SMAL,2022-12-28,ГАЗПРОМ ао,GAZP,35,12006.31,164.0,161.5,164.55,,162.76,164.55,74,,,,0.0,0.0,0.0,0,3,SUR,0.35
TQBR,2022-12-28,ГАЗПРОМ ао,GAZP,50273,2215405965.2,164.25,161.81,164.79,162.38,162.76,161.82,13612100,162.84,162.84,162.38,1908943045.9,1908943045.9,1908943045.9,0,3,SUR,-1.37
SMAL,2022-12-29,ГАЗПРОМ ао,GAZP,32,10687.35,163.48,160.01,163.58,,162.57,161.23,66,,,,0.0,0.0,0.0,0,3,SUR,-2.02
TQBR,2022-12-29,ГАЗПРОМ ао,GAZP,35087,1501165204.5,161.8,161.74,163.38,162.99,162.57,162.91,9234560,162.53,162.53,162.99,1352576432.1,1352576432.1,1352576432.1,0,3,SUR,0.67
SMAL,2022-12-30,ГАЗПРОМ ао,GAZP,25,10064.09,159.64,159.64,163.95,,162.72,162.07,62,,,,0.0,0.0,0.0,0,3,SUR,0.52
TQBR,2022-12-30,ГАЗПРОМ ао,GAZP,41834,1894595741.6,162.91,161.8,164.0,162.72,162.72,162.56,11643310,162.72,162.72,162.72,1698373791.0,1698373791.0,1698373791.0,0,3,SUR,-0.21
SMAL,2023-01-03,ГАЗПРОМ ао,GAZP,27,9744.34,163.89,160.78,163.98,,163.61,162.29,60,,,,0.0,0.0,0.0,0,3,SUR,0.14
TQBR,2023-01-03,ГАЗПРОМ ао,GAZP,29525,1044850941.1,163.0,162.33,164.36,163.79,163.61,163.52,6386140,163.61,163.61,163.79,963445910.8,963445910.8,963445910.8,0,3,SUR,0.59
SMAL,2023-01-04,ГАЗПРОМ ао,GAZP,27,8595.75,161.25,161.25,163.95,,162.61,161.72,53,,,,0.0,0.0,0.0,0,3,SUR,-0.35
TQBR,2023-01-04,ГАЗПРОМ ао,GAZP,29637,1085745294.4,163.48,162.06,163.48,162.76,162.61,162.51,6677170,162.6,162.6,162.76,956852284.1,956852284.1,956852284.1,0,3,SUR,-0.62
SMAL,2023-01-05,ГАЗПРОМ ао,GAZP,42,7908.14,163.99,160.07,163.99,,161.46,162.55,49,,,,0.0,0.0,0.0,0,3,SUR,0.51
TQBR,2023-01-05,ГАЗПРОМ ао,GAZP,35362,1228094649.1,162.5,160.71,162.85,161.25,161.46,161.2,7605990,161.47,161.47,161.25,1155011809.0,1155011809.0,1155011809.0,0,3,SUR,-0.81
SMAL,2023-01-06,ГАЗПРОМ ао,GAZP,18,8219.16,160.08,160.08,162.87,,161.95,162.33,51,,,,0.0,0.0,0.0,0,3,SUR,-0.14
TQBR,2023-01-06,ГАЗПРОМ ао,GAZP,25182,849778959.6,161.2,161.1,162.59,162.0,161.95,162.1,5247160,161.97,161.97,162.0,711780481.2,711780481.2,711780481.2,0,3,SUR,0.56
